lrk_id,type_oko,lrk_status,inschrijfdatum,uitschrijfdatum,kvk_nummer,vestigingsnummer,rechtsvorm,postcode,woonplaats,signal
126697917,KDV,Uitgeschreven,03-11-2013,01-01-2020,57529892,000000000000,,3452CB,Vleuten,kvk_not_in_active_register
126724933,KDV,Uitgeschreven,01-04-2013,19-12-2022,61566004,,,9363BH,Marum,kvk_not_in_active_register
126797389,KDV,Uitgeschreven,08-11-2012,31-12-2017,41099276,,,4944XD,Raamsdonk,kvk_not_in_active_register
126804266,KDV,Uitgeschreven,01-10-2013,16-07-2019,59356782,000037493787,,7943GG,Meppel,kvk_not_in_active_register
126839086,KDV,Uitgeschreven,19-05-2011,01-05-2019,34255345,000022150838,,1061TA,Amsterdam,kvk_not_in_active_register
126846212,KDV,Uitgeschreven,27-12-2012,01-02-2018,41080383,,,5262EN,Vught,kvk_not_in_active_register
127098392,KDV,Uitgeschreven,22-08-2020,27-03-2023,76858081,000004877764,,5625CV,Eindhoven,kvk_not_in_active_register
127103387,BSO,Uitgeschreven,17-08-2015,01-03-2018,34217635,000032452098,,1062AA,Amsterdam,kvk_not_in_active_register
127352004,GOB,Uitgeschreven,01-01-2010,01-12-2022,81997973,000002445565,,2525KP,'s-Gravenhage,kvk_not_in_active_register
127435323,KDV,Uitgeschreven,10-10-2016,01-05-2018,41062208,,,5708HG,Helmond,kvk_not_in_active_register
127676831,BSO,Uitgeschreven,03-07-2015,01-04-2018,58295208,,,4706HM,Roosendaal,kvk_not_in_active_register
128175163,KDV,Uitgeschreven,01-01-2016,30-05-2018,58244824,000000000000,,7557BT,Hengelo,kvk_not_in_active_register
128314503,BSO,Uitgeschreven,04-02-2014,01-10-2022,27301844,000000000000,,2566DA,'s-Gravenhage,kvk_not_in_active_register
128365353,BSO,Uitgeschreven,05-01-2015,01-08-2018,56297831,000031132022,,1065VT,Amsterdam,kvk_not_in_active_register
128423626,BSO,Uitgeschreven,18-08-2011,31-12-2018,08195188,,,8091KK,Wezep,kvk_not_in_active_register
128859933,KDV,Ingeschreven,05-03-2012,,98999958,000024208205,Besloten Vennootschap,1187ZS,Amstelveen,kvk_not_in_active_register
128998015,KDV,Uitgeschreven,03-07-2012,01-01-2020,58133259,000028228588,,3773BP,Barneveld,kvk_not_in_active_register
129042420,BSO,Uitgeschreven,11-05-2017,01-01-2019,68016778,,,2573NP,'s-Gravenhage,kvk_not_in_active_register
129053272,GOB,Uitgeschreven,01-01-2010,01-02-2025,04082447,,,7948NK,Nijeveen,kvk_not_in_active_register
129146985,BSO,Uitgeschreven,01-12-2017,03-09-2018,51907283,,,5133AG,Riel,kvk_not_in_active_register
129253157,BSO,Uitgeschreven,26-07-2018,01-05-2020,64715167,,,7491EA,Delden,kvk_not_in_active_register
129412478,BSO,Uitgeschreven,01-01-2010,12-06-2025,32121327,000032121327,,1213AL,Hilversum,kvk_not_in_active_register
129539223,GOB,Uitgeschreven,21-12-2017,30-10-2020,70013772,000038322242,,2804JC,Gouda,kvk_not_in_active_register
129622278,KDV,Uitgeschreven,01-01-2010,01-12-2018,02067809,,,9745AC,Groningen,kvk_not_in_active_register
129760134,BSO,Uitgeschreven,01-01-2010,06-11-2019,02094346,,,9642EH,Veendam,kvk_not_in_active_register
130103147,KDV,Uitgeschreven,04-06-2020,21-01-2022,76940608,000044673760,,5046VA,Tilburg,kvk_not_in_active_register
130113566,KDV,Uitgeschreven,01-09-2013,03-02-2020,08106780,000028003926,,8096BV,Oldebroek,kvk_not_in_active_register
130156802,KDV,Uitgeschreven,01-12-2015,17-10-2019,61056235,000000000000,,4611MB,Bergen op Zoom,kvk_not_in_active_register
130210882,GOB,Uitgeschreven,08-05-2013,30-05-2022,57119805,000026593971,,9204LN,Drachten,kvk_not_in_active_register
130258696,KDV,Uitgeschreven,01-04-2013,16-08-2021,02070686,,,9367PZ,De Wilp,kvk_not_in_active_register
130367424,KDV,Uitgeschreven,01-09-2014,03-12-2018,57529892,000000000000,,3563TG,Utrecht,kvk_not_in_active_register
130455283,KDV,Uitgeschreven,01-01-2017,01-05-2018,39089223,,,8313AG,Rutten,kvk_not_in_active_register
130567048,BSO,Uitgeschreven,02-01-2010,01-02-2018,59582952,,,5298CM,Liempde,kvk_not_in_active_register
130594490,KDV,Uitgeschreven,28-05-2014,01-01-2020,34217635,000029282691,,1056AZ,Amsterdam,kvk_not_in_active_register
130859321,BSO,Uitgeschreven,01-01-2014,01-03-2021,59356154,000037493094,,7943CV,Meppel,kvk_not_in_active_register
131049458,BSO,Uitgeschreven,26-09-2017,22-01-2018,32172289,000012611840,,3765CJ,Soest,kvk_not_in_active_register
131072079,KDV,Uitgeschreven,01-01-2010,16-10-2022,14079294,,,6245EK,Eijsden,kvk_not_in_active_register
131219790,KDV,Uitgeschreven,02-06-2014,01-02-2019,08222458,000033340994,,7314JG,Apeldoorn,kvk_not_in_active_register
131228596,KDV,Uitgeschreven,01-09-2012,05-10-2020,02089561,,,9621BC,Slochteren,kvk_not_in_active_register
131248224,GOB,Uitgeschreven,05-08-2014,01-01-2023,72679972,000040775852,,2223GG,Katwijk,kvk_not_in_active_register
131459661,BSO,Uitgeschreven,13-01-2017,01-01-2023,52836517,000029000386,,2203GH,Noordwijk,kvk_not_in_active_register
131606396,KDV,Uitgeschreven,07-12-2016,01-04-2018,59356782,,,8072AL,Nunspeet,kvk_not_in_active_register
131876314,KDV,Ingeschreven,01-01-2010,,41126800,000042522552,Stichting,3076AH,Rotterdam,kvk_not_in_active_register
131906537,BSO,Uitgeschreven,21-04-2015,01-08-2019,62510606,000031511597,,1324ZC,Almere,kvk_not_in_active_register
131968774,BSO,Uitgeschreven,15-08-2011,15-03-2018,34298621,000023481145,,2034CV,Haarlem,kvk_not_in_active_register
132059162,BSO,Uitgeschreven,17-07-2020,01-01-2024,62187821,,,5595GE,Leende,kvk_not_in_active_register
132138360,KDV,Uitgeschreven,01-01-2010,08-10-2019,59382694,593826940000,,2171CH,Sassenheim,kvk_not_in_active_register
132174376,KDV,Uitgeschreven,23-02-2017,12-11-2018,41087129,000023267968,,5551RE,Valkenswaard,kvk_not_in_active_register
132248256,KDV,Ingeschreven,03-03-2025,,59765607,,Eenmanszaak,3843EZ,Harderwijk,kvk_not_in_active_register
132269533,KDV,Uitgeschreven,10-06-2010,01-01-2019,27277491,,,2563XP,'s-Gravenhage,kvk_not_in_active_register
132281910,BSO,Ingeschreven,15-02-2024,,98721038,000054468507,Onbekend,3833GP,Leusden,kvk_not_in_active_register
132462321,GOB,Uitgeschreven,14-06-2016,01-01-2018,65725247,000034417036,,6641LD,Beuningen Gld,kvk_not_in_active_register
132662978,KDV,Uitgeschreven,28-12-2012,31-12-2019,57529892,000020612508,,3531EJ,Utrecht,kvk_not_in_active_register
133196306,BSO,Uitgeschreven,01-09-2019,01-01-2023,73115681,000042658454,,3195RH,Pernis Rotterdam,kvk_not_in_active_register
133202264,BSO,Uitgeschreven,15-09-2010,01-12-2018,01149645,000004681096,,8401XA,Gorredijk,kvk_not_in_active_register
133262741,BSO,Uitgeschreven,20-08-2012,04-09-2019,59127740,000028652789,,6711JD,Ede,kvk_not_in_active_register
133455476,GOB,Uitgeschreven,03-01-2013,23-11-2017,64954749,000025392379,,3206RG,Spijkenisse,kvk_not_in_active_register
133491882,KDV,Uitgeschreven,07-12-2016,01-04-2018,59356782,,,8077SZ,Hulshorst,kvk_not_in_active_register
133637396,BSO,Uitgeschreven,31-12-2018,30-04-2019,30172460,000000000000,,3524ZZ,Utrecht,kvk_not_in_active_register
133678623,KDV,Uitgeschreven,01-12-2015,01-01-2018,41102337,000000000000,,4611EC,Bergen op Zoom,kvk_not_in_active_register
134228236,KDV,Uitgeschreven,27-06-2017,01-09-2018,27301745,,,2723AG,Zoetermeer,kvk_not_in_active_register
134642557,KDV,Uitgeschreven,06-12-2016,01-10-2019,65992172,000035419903,,8584VC,Hemelum,kvk_not_in_active_register
134677183,BSO,Uitgeschreven,31-10-2018,01-01-2020,72197757,000040322092,,8331TK,Steenwijk,kvk_not_in_active_register
134799902,BSO,Uitgeschreven,31-10-2016,05-12-2019,60274107,000035258152,,7711AD,Nieuwleusen,kvk_not_in_active_register
134825433,KDV,Uitgeschreven,01-01-2014,01-02-2019,08226737,000031717500,,7523HC,Enschede,kvk_not_in_active_register
134914892,BSO,Ingeschreven,01-01-2023,,98720457,000053421434,Besloten Vennootschap,5502ED,Veldhoven,kvk_not_in_active_register
135005802,KDV,Uitgeschreven,01-01-2010,09-03-2018,34095547,000009093990,,2034MS,Haarlem,kvk_not_in_active_register
135123161,KDV,Uitgeschreven,01-01-2010,01-09-2021,12066832,000041067813,,6074BB,Melick,kvk_not_in_active_register
135194350,KDV,Uitgeschreven,01-01-2017,01-03-2023,39089223,000042762952,,8311AN,Espel,kvk_not_in_active_register
135430628,KDV,Uitgeschreven,01-01-2014,01-01-2018,41172318,,,2831XT,Gouderak,kvk_not_in_active_register
135542455,KDV,Uitgeschreven,11-07-2014,01-02-2019,27301745,000030459036,,2716BG,Zoetermeer,kvk_not_in_active_register
135581710,KDV,Uitgeschreven,03-02-2009,01-08-2014,24447440,,,2742AP,Waddinxveen,kvk_not_in_active_register
135839956,KDV,Uitgeschreven,01-09-2012,13-10-2017,60796782,000028140338,,7322NS,Apeldoorn,kvk_not_in_active_register
135861330,GOB,Uitgeschreven,14-07-2012,01-05-2022,54653274,546532740000,,2921BJ,Krimpen aan den IJssel,kvk_not_in_active_register
135895686,BSO,Uitgeschreven,01-08-2018,15-11-2021,52543099,,,6921ZP,Duiven,kvk_not_in_active_register
136034901,BSO,Uitgeschreven,21-11-2017,01-01-2022,56164955,,,9605PL,Kiel-Windeweer,kvk_not_in_active_register
136356771,GOB,Uitgeschreven,01-01-2010,12-09-2019,18087260,,,5032CT,Tilburg,kvk_not_in_active_register
136418181,BSO,Uitgeschreven,04-10-2007,01-03-2018,24423326,,,3207WB,Spijkenisse,kvk_not_in_active_register
136427029,BSO,Uitgeschreven,01-08-2013,19-07-2019,73687146,000004292480,,7395ME,Teuge,kvk_not_in_active_register
136618157,KDV,Uitgeschreven,25-07-2014,23-10-2020,59062932,000028383427,,1314HK,Almere,kvk_not_in_active_register
136764162,KDV,Uitgeschreven,17-12-2007,03-12-2018,09155585,000007763948,,6641KS,Beuningen Gld,kvk_not_in_active_register
136778884,GOB,Uitgeschreven,05-11-2018,24-02-2020,70189021,000038484781,,2742EJ,Waddinxveen,kvk_not_in_active_register
136956385,GOB,Uitgeschreven,01-01-2010,29-07-2015,27167638,,,2244GP,Wassenaar,kvk_not_in_active_register
137212549,BSO,Uitgeschreven,30-09-2021,21-01-2025,76227588,000044049951,,1363SC,Almere,kvk_not_in_active_register
137787467,KDV,Uitgeschreven,02-06-2014,01-12-2020,09149918,000025803905,,6662DV,Elst,kvk_not_in_active_register
137857895,KDV,Uitgeschreven,01-03-2017,31-08-2018,41150685,,,2271SJ,Voorburg,kvk_not_in_active_register
138389299,GOB,Uitgeschreven,18-06-2010,01-01-2019,30283182,,,3702VK,Zeist,kvk_not_in_active_register
138423982,GOB,Uitgeschreven,01-01-2010,01-08-2024,57191115,000026625954,,3851LS,Ermelo,kvk_not_in_active_register
138442575,BSO,Uitgeschreven,01-01-2010,22-10-2018,62841726,000031815405,,5037MJ,Tilburg,kvk_not_in_active_register
138531870,GOB,Uitgeschreven,01-01-2010,13-05-2022,04088568,,,9761VK,Eelde,kvk_not_in_active_register
138604472,BSO,Uitgeschreven,04-09-2017,01-01-2020,56060963,000025653555,,9697RZ,Blijham,kvk_not_in_active_register
138685472,BSO,Uitgeschreven,24-07-2017,01-09-2020,27301745,,,2716GV,Zoetermeer,kvk_not_in_active_register
138853502,BSO,Uitgeschreven,14-08-2015,01-01-2018,64486788,,,1183KK,Amstelveen,kvk_not_in_active_register
138989746,BSO,Uitgeschreven,23-07-2012,01-02-2019,60471751,000008171228,,7954GC,Rouveen,kvk_not_in_active_register
139030645,BSO,Uitgeschreven,31-10-2022,03-05-2023,24302888,,,2761KZ,Zevenhuizen,kvk_not_in_active_register
139184429,KDV,Uitgeschreven,13-01-2017,01-08-2019,61182850,000036403881,,7331RG,Apeldoorn,kvk_not_in_active_register
139349364,KDV,Uitgeschreven,01-09-2010,01-06-2022,05066414,,,8026PB,Zwolle,kvk_not_in_active_register
139351826,KDV,Uitgeschreven,01-12-2015,10-07-2023,69113696,000064129888,,4621BR,Bergen op Zoom,kvk_not_in_active_register
139428495,BSO,Uitgeschreven,15-10-2010,02-02-2019,63773546,,,2613JK,Delft,kvk_not_in_active_register
139453118,KDV,Uitgeschreven,01-01-2010,01-02-2018,27233636,,,2624VM,Delft,kvk_not_in_active_register
139516931,KDV,Uitgeschreven,21-11-2018,22-09-2019,72117206,000040247252,,6641KS,Beuningen Gld,kvk_not_in_active_register
139556321,KDV,Uitgeschreven,02-02-2012,31-12-2021,70951772,,,2907TK,Capelle aan den IJssel,kvk_not_in_active_register
139642079,KDV,Uitgeschreven,28-08-2016,01-04-2019,59356154,000037685104,,8532BX,Lemmer,kvk_not_in_active_register
139681425,KDV,Uitgeschreven,10-03-2014,26-02-2018,59723971,000028987306,,9133NE,Eanjum,kvk_not_in_active_register
140089275,BSO,Uitgeschreven,09-08-2019,21-12-2020,73418919,000041457722,,1504BA,Zaandam,kvk_not_in_active_register
140120300,KDV,Uitgeschreven,09-07-2015,01-01-2019,32088714,000021515913,,1251TN,Laren,kvk_not_in_active_register
140168503,KDV,Uitgeschreven,18-12-2015,01-08-2019,08222458,000033550506,,7339AN,Ugchelen,kvk_not_in_active_register
140376185,BSO,Uitgeschreven,01-01-2010,31-12-2018,30100676,,,3524ZZ,Utrecht,kvk_not_in_active_register
140401829,BSO,Uitgeschreven,01-01-2014,01-02-2020,59356154,000029372674,,7943KE,Meppel,kvk_not_in_active_register
140728259,KDV,Uitgeschreven,25-07-2017,31-12-2020,51540118,000021668582,,6367CG,Voerendaal,kvk_not_in_active_register
140775626,KDV,Uitgeschreven,01-01-2010,19-05-2021,32107044,000032107044,,1213NW,Hilversum,kvk_not_in_active_register
140953899,BSO,Uitgeschreven,01-01-2010,10-08-2022,60948922,000026067722,,3315MC,Dordrecht,kvk_not_in_active_register
141011695,KDV,Uitgeschreven,01-01-2010,29-04-2019,50467913,,,2982CK,Ridderkerk,kvk_not_in_active_register
141654661,BSO,Uitgeschreven,24-01-2013,14-02-2018,51221519,000021288364,,6545AM,Nijmegen,kvk_not_in_active_register
141724365,KDV,Uitgeschreven,06-01-2014,01-11-2019,17185283,000000000000,,5707TJ,Helmond,kvk_not_in_active_register
141733974,GOB,Uitgeschreven,12-07-2011,01-03-2020,52599620,000022519076,,2215KA,Voorhout,kvk_not_in_active_register
141765884,BSO,Uitgeschreven,18-08-2014,03-09-2018,58244824,,,7541BP,Enschede,kvk_not_in_active_register
141817999,KDV,Uitgeschreven,22-07-2010,26-09-2020,50078410,000000131083,,1382JL,Weesp,kvk_not_in_active_register
141905827,BSO,Uitgeschreven,31-08-2015,15-05-2025,72126957,000021480133,,6665AX,Driel,kvk_not_in_active_register
142046292,KDV,Uitgeschreven,01-03-2016,01-08-2017,41127088,000022592784,,3075LN,Rotterdam,kvk_not_in_active_register
142224686,GOB,Uitgeschreven,12-02-2016,15-11-2022,64840115,000033623325,,5175CG,Loon op Zand,kvk_not_in_active_register
142428942,BSO,Uitgeschreven,01-10-2014,07-03-2019,50252461,000020673698,,8471PK,Wolvega,kvk_not_in_active_register
142566354,GOB,Uitgeschreven,01-01-2010,01-01-2024,20139658,000010735887,,4381SK,Vlissingen,kvk_not_in_active_register
142652611,GOB,Uitgeschreven,04-09-2012,06-10-2021,55742483,000025363743,,5741ME,Beek en Donk,kvk_not_in_active_register
142726801,BSO,Uitgeschreven,13-08-2012,01-12-2022,51254654,,,6952GA,Dieren,kvk_not_in_active_register
142819943,KDV,Uitgeschreven,01-01-2014,01-08-2018,59356154,000000000000,,7957BV,de Wijk,kvk_not_in_active_register
142981060,KDV,Uitgeschreven,01-01-2013,01-02-2019,27301745,000026170221,,2718JT,Zoetermeer,kvk_not_in_active_register
143093691,BSO,Uitgeschreven,20-08-2018,12-12-2019,71743332,,,4708HL,Roosendaal,kvk_not_in_active_register
143346386,KDV,Uitgeschreven,17-10-2013,01-06-2018,61412473,000027463400,,1051CA,Amsterdam,kvk_not_in_active_register
143971232,KDV,Uitgeschreven,17-09-2019,18-11-2020,73224502,000041284003,,9873RR,Gerkesklooster,kvk_not_in_active_register
144114409,KDV,Uitgeschreven,01-01-2005,01-01-2018,17098875,,,5503CX,Veldhoven,kvk_not_in_active_register
144430770,BSO,Uitgeschreven,25-10-2017,09-07-2018,30268864,000003552098,,3708BS,Zeist,kvk_not_in_active_register
144434131,KDV,Uitgeschreven,01-08-2014,01-01-2021,64667685,000025671863,,4721AC,Schijf,kvk_not_in_active_register
144827724,BSO,Uitgeschreven,31-10-2013,30-12-2020,41035892,000027774163,,3882LA,Putten,kvk_not_in_active_register
144881846,BSO,Uitgeschreven,21-08-2017,05-03-2020,67219179,000035779551,,5431SC,Cuijk,kvk_not_in_active_register
145016523,KDV,Uitgeschreven,21-07-2020,01-10-2021,65180585,,,2623MZ,Delft,kvk_not_in_active_register
145198868,KDV,Uitgeschreven,01-01-2010,31-12-2022,24366264,000012944955,,3021RE,Rotterdam,kvk_not_in_active_register
145416136,KDV,Uitgeschreven,01-01-2019,16-12-2020,30200981,000000000000,,3532CX,Utrecht,kvk_not_in_active_register
145547462,GOB,Uitgeschreven,20-09-2012,20-11-2021,65452860,000065452860,,4741TH,Hoeven,kvk_not_in_active_register
145701232,KDV,Uitgeschreven,02-01-2010,22-12-2018,36040774,,,1135CR,Edam,kvk_not_in_active_register
145740535,GOB,Uitgeschreven,01-01-2010,30-12-2011,28091578,,,2411CW,Bodegraven,kvk_not_in_active_register
145784162,GOB,Uitgeschreven,01-07-2014,01-01-2020,60279044,000029492742,,7572CZ,Oldenzaal,kvk_not_in_active_register
146387569,KDV,Uitgeschreven,16-06-2014,22-01-2018,32172289,000032172289,,3762SX,Soest,kvk_not_in_active_register
146439818,KDV,Uitgeschreven,19-09-2011,01-08-2019,74986953,000018652905,,1075BN,Amsterdam,kvk_not_in_active_register
146454509,GOB,Uitgeschreven,01-01-2010,30-07-2018,63637847,000003698033,,8774PJ,Wolsum,kvk_not_in_active_register
146620100,KDV,Uitgeschreven,06-12-2016,31-12-2018,65992172,000035419865,,8754BL,Makkum,kvk_not_in_active_register
146842078,BSO,Uitgeschreven,01-02-2014,01-07-2018,08117286,000030286123,,7514CM,Enschede,kvk_not_in_active_register
147037190,BSO,Uitgeschreven,03-10-2019,02-08-2020,08215454,,,7323AM,Apeldoorn,kvk_not_in_active_register
147072785,KDV,Uitgeschreven,01-03-2012,23-01-2018,53904818,000023748664,,5242CN,Rosmalen,kvk_not_in_active_register
147092085,GOB,Uitgeschreven,15-03-2016,09-09-2024,65032217,000033791449,,1323ME,Almere,kvk_not_in_active_register
147430513,BSO,Uitgeschreven,13-10-2010,03-04-2018,30195371,,,3927GX,Renswoude,kvk_not_in_active_register
148260755,BSO,Uitgeschreven,01-09-2012,01-12-2023,81205759,,,7827PM,Emmen,kvk_not_in_active_register
148412476,BSO,Uitgeschreven,20-10-2014,24-09-2018,55391567,000019772572,,7627NT,Bornerbroek,kvk_not_in_active_register
148545683,GOB,Uitgeschreven,01-01-2010,07-10-2013,52052672,,,1315KV,Almere,kvk_not_in_active_register
148644284,KDV,Uitgeschreven,17-03-2010,01-08-2020,32104245,000013483129,,2661EE,Bergschenhoek,kvk_not_in_active_register
148694767,BSO,Uitgeschreven,23-07-2013,30-08-2018,58295208,000058295208,,4708EC,Roosendaal,kvk_not_in_active_register
149084249,KDV,Uitgeschreven,04-01-2016,01-11-2017,17226838,,,5171WS,Kaatsheuvel,kvk_not_in_active_register
149424565,KDV,Uitgeschreven,01-01-2010,13-08-2018,27340953,,,2517AV,'s-Gravenhage,kvk_not_in_active_register
149996676,KDV,Uitgeschreven,23-02-2017,01-01-2018,41087129,000023116765,,5554JV,Valkenswaard,kvk_not_in_active_register
150004849,BSO,Uitgeschreven,05-06-2015,31-12-2022,62922742,000031887384,,7471LS,Goor,kvk_not_in_active_register
150482280,KDV,Uitgeschreven,01-08-2013,03-09-2020,08117286,000030286174,,7543WB,Enschede,kvk_not_in_active_register
150594264,BSO,Uitgeschreven,01-08-2015,26-07-2019,61388211,000030495946,,1025CJ,Amsterdam,kvk_not_in_active_register
150650000,BSO,Uitgeschreven,19-12-2013,01-09-2019,20145101,000033942374,,4841XC,Prinsenbeek,kvk_not_in_active_register
150654959,GOB,Uitgeschreven,19-04-2011,31-12-2019,72059095,000011111232,,2281BJ,Rijswijk,kvk_not_in_active_register
150738882,BSO,Uitgeschreven,01-04-2015,01-09-2018,51495406,000021519048,,2283CK,Rijswijk,kvk_not_in_active_register
150821542,GOB,Uitgeschreven,23-07-2012,01-01-2019,55667090,000005496187,,7534XJ,Enschede,kvk_not_in_active_register
150830907,BSO,Uitgeschreven,25-07-2016,01-01-2018,09172555,000000760959,,7041ZM,'s-Heerenberg,kvk_not_in_active_register
151142415,BSO,Uitgeschreven,01-01-2010,31-12-2018,30100676,,,3524DA,Utrecht,kvk_not_in_active_register
151207124,KDV,Uitgeschreven,21-12-2012,01-02-2019,08222458,000033338787,,7325NT,Apeldoorn,kvk_not_in_active_register
151416151,BSO,Uitgeschreven,19-04-2018,01-01-2019,64129721,,,3202GN,Spijkenisse,kvk_not_in_active_register
151473754,GOB,Uitgeschreven,01-01-2010,01-09-2019,14094699,,,6441AX,Brunssum,kvk_not_in_active_register
151525924,GOB,Uitgeschreven,01-01-2010,31-12-2022,64066479,,,8253LR,Dronten,kvk_not_in_active_register
151547853,KDV,Uitgeschreven,17-09-2012,01-01-2020,54187990,000023990163,,9801VC,Zuidhorn,kvk_not_in_active_register
151692725,GOB,Uitgeschreven,26-03-2015,19-04-2017,59400838,000028702859,,5709LB,Helmond,kvk_not_in_active_register
152090587,BSO,Uitgeschreven,01-01-2014,19-10-2019,04081472,000040799506,,7927PJ,Alteveer,kvk_not_in_active_register
152166695,KDV,Uitgeschreven,26-05-2015,17-01-2020,08220946,000032334907,,7327DJ,Apeldoorn,kvk_not_in_active_register
152223071,BSO,Uitgeschreven,01-01-2010,15-11-2021,27301745,000026170388,,2715RP,Zoetermeer,kvk_not_in_active_register
152325931,KDV,Uitgeschreven,15-08-2016,10-07-2024,66147700,,,4744BX,Bosschenhoofd,kvk_not_in_active_register
152408071,BSO,Uitgeschreven,06-08-2014,20-08-2018,58295208,,,4702AZ,Roosendaal,kvk_not_in_active_register
152520703,GOB,Uitgeschreven,01-01-2010,11-05-2021,61802948,,,9741GA,Groningen,kvk_not_in_active_register
152615301,KDV,Uitgeschreven,01-01-2017,01-08-2020,51513773,,,3299XD,Maasdam,kvk_not_in_active_register
152725787,BSO,Uitgeschreven,02-09-2013,01-01-2023,52836517,000029000351,,2211JN,Noordwijkerhout,kvk_not_in_active_register
152780932,KDV,Uitgeschreven,27-07-2017,14-10-2022,41166481,000037672738,,2251ZM,Voorschoten,kvk_not_in_active_register
152838016,GOB,Uitgeschreven,27-07-2010,01-11-2024,59684704,000028951204,,1671HC,Medemblik,kvk_not_in_active_register
153051401,BSO,Uitgeschreven,01-01-2010,22-03-2018,27349562,,,2593SM,'s-Gravenhage,kvk_not_in_active_register
153217637,BSO,Uitgeschreven,02-09-2010,04-04-2019,30200981,000026008548,,3554EZ,Utrecht,kvk_not_in_active_register
153555592,BSO,Uitgeschreven,29-04-2014,01-10-2019,72035056,000000716480,,3083KA,Rotterdam,kvk_not_in_active_register
153645295,BSO,Uitgeschreven,09-07-2012,01-02-2021,33305026,000019526881,,2451XZ,Leimuiden,kvk_not_in_active_register
153717786,KDV,Uitgeschreven,01-10-2010,20-01-2020,39071547,,,1355JG,Almere,kvk_not_in_active_register
