postcode,provider_count_at_postcode,unique_kvk_holders,lrk_id,type_oko,kvk_nummer,inschrijfdatum,woonplaats,aantal_kindplaatsen
8012EG,5,3,135547714,KDV,50442090,30-10-2025,Zwolle,48
8012EG,5,3,181160481,BSO,75361167,20-10-2025,Zwolle,83
8012EG,5,3,192886587,KDV,08182869,20-10-2025,Zwolle,32
8012EG,5,3,198115192,KDV,08182869,24-02-2025,Zwolle,14
8012EG,5,3,991945943,BSO,50442090,30-10-2025,Zwolle,100
1567HD,5,3,138274897,BSO,34164779,19-08-2013,Assendelft,30
1567HD,5,3,212826918,KDV,34164779,01-02-2017,Assendelft,16
1567HD,5,3,513774671,KDV,34151112,29-08-2016,Assendelft,16
1567HD,5,3,700483007,BSO,34327012,01-01-2010,Assendelft,51
1567HD,5,3,970563012,KDV,34327012,01-01-2010,Assendelft,67
8265KA,5,2,139264292,KDV,22049355,17-08-2020,Kampen,16
8265KA,5,2,161196147,BSO,52694089,05-06-2014,Kampen,50
8265KA,5,2,220950799,VGO,,01-09-2010,Kampen,6
8265KA,5,2,278349754,BSO,22049355,20-01-2025,Kampen,16
8265KA,5,2,322679679,KDV,52694089,22-11-2022,Kampen,16
5247NP,5,2,140905480,BSO,60901934,18-08-2025,Rosmalen,59
5247NP,5,2,220712050,BSO,17179322,30-05-2011,Rosmalen,100
5247NP,5,2,270987356,KDV,60901934,18-08-2025,Rosmalen,90
5247NP,5,2,425013947,BSO,60901934,28-08-2017,Rosmalen,76
5247NP,5,2,772797705,KDV,17179322,30-05-2011,Rosmalen,50
7206CS,5,2,142689750,KDV,60901934,16-01-2008,Zutphen,61
7206CS,5,2,146941081,BSO,60901934,01-03-2008,Zutphen,44
7206CS,5,2,154379256,KDV,75087677,21-08-2023,Zutphen,16
7206CS,5,2,233259478,VGO,,19-11-2019,Zutphen,6
7206CS,5,2,285532698,BSO,75087677,21-08-2023,Zutphen,16
3607CH,5,2,144630059,KDV,30182723,01-03-2014,Maarssen,16
3607CH,5,2,154359968,BSO,30182723,01-10-2014,Maarssen,64
3607CH,5,2,213259850,BSO,30182723,01-01-2010,Maarssen,44
3607CH,5,2,701102482,BSO,51188694,01-09-2019,Maarssen,44
3607CH,5,2,983248710,KDV,30182723,01-01-2010,Maarssen,78
3823HL,5,3,144648131,BSO,30225440,01-01-2010,Amersfoort,50
3823HL,5,3,160695181,BSO,41189982,01-08-2018,Amersfoort,42
3823HL,5,3,176267554,BSO,30278497,01-09-2013,Amersfoort,80
3823HL,5,3,288913541,KDV,30278497,25-11-2024,Amersfoort,24
3823HL,5,3,500437701,KDV,41189982,01-08-2018,Amersfoort,32
4834EA,5,2,154367849,KDV,20096097,13-01-2009,Breda,65
4834EA,5,2,190317395,BSO,78066050,30-10-2025,Breda,33
4834EA,5,2,299076775,BSO,78066050,08-06-2023,Breda,25
4834EA,5,2,309911199,BSO,78066050,15-08-2022,Breda,37
4834EA,5,2,310588510,BSO,20096097,13-01-2009,Breda,73
1384AH,5,2,156301817,KDV,30182723,05-07-2023,Weesp,48
1384AH,5,2,202367873,BSO,30182723,01-03-2021,Weesp,174
1384AH,5,2,265442369,KDV,30182723,23-08-2021,Weesp,32
1384AH,5,2,332966525,KDV,30182723,15-01-2024,Weesp,80
1384AH,5,2,337818629,BSO,68155042,11-04-2022,Weesp,220
2909VA,5,2,158656684,VGO,,02-11-2021,Capelle aan den IJssel,5
2909VA,5,2,216516390,BSO,24491180,09-09-2010,Capelle aan den IJssel,56
2909VA,5,2,247740585,KDV,72613238,06-12-2018,Capelle aan den IJssel,42
2909VA,5,2,334764403,BSO,72613238,06-12-2018,Capelle aan den IJssel,22
2909VA,5,2,494146175,BSO,24491180,22-11-2012,Capelle aan den IJssel,43
3892HZ,5,2,160144425,BSO,41246418,01-11-2015,Zeewolde,19
3892HZ,5,2,174075777,KDV,41246418,05-08-2020,Zeewolde,16
3892HZ,5,2,198782597,BSO,30225440,21-08-2023,Zeewolde,16
3892HZ,5,2,230190625,KDV,30225440,01-01-2010,Zeewolde,52
3892HZ,5,2,365842503,BSO,30225440,01-01-2010,Zeewolde,40
6662DV,5,2,161473441,KDV,09151688,02-01-2010,Elst,52
6662DV,5,2,318575796,BSO,73228397,26-02-2025,Elst,22
6662DV,5,2,560948980,KDV,73228397,06-01-2025,Elst,16
6662DV,5,2,824361945,KDV,09151688,26-10-2020,Elst,16
6662DV,5,2,856500756,BSO,09151688,02-01-2010,Elst,64
1788ES,5,3,162734591,KDV,41238909,06-01-2025,Julianadorp,16
1788ES,5,3,195288403,BSO,62752235,29-08-2016,Julianadorp,22
1788ES,5,3,474792444,KDV,62752235,27-08-2016,Julianadorp,16
1788ES,5,3,531050865,BSO,41238909,01-01-2010,Julianadorp,40
1788ES,5,3,644198102,KDV,52658090,02-03-2015,Julianadorp,16
6031TZ,5,3,164436911,BSO,69240426,20-12-2023,Nederweert,45
6031TZ,5,3,192515044,KDV,14119365,21-08-2015,Nederweert,46
6031TZ,5,3,209033174,BSO,96885599,11-09-2025,Nederweert,20
6031TZ,5,3,378802951,BSO,14119365,21-08-2015,Nederweert,33
6031TZ,5,3,708596976,KDV,96885599,11-09-2025,Nederweert,28
9084BB,5,2,165400869,BSO,01104421,05-11-2014,Goutum,44
9084BB,5,2,165885841,KDV,01104421,01-11-2011,Goutum,16
9084BB,5,2,177456899,BSO,01104421,20-11-2014,Goutum,20
9084BB,5,2,215295791,KDV,01104421,05-11-2014,Goutum,32
9084BB,5,2,217864934,BSO,41002574,25-02-2015,Goutum,20
9743EZ,5,3,167853673,KDV,41012651,01-01-2010,Groningen,60
9743EZ,5,3,179158260,BSO,41012651,01-01-2010,Groningen,50
9743EZ,5,3,232019630,KDV,02071716,15-04-2010,Groningen,32
9743EZ,5,3,263909141,KDV,41012651,09-04-2018,Groningen,16
9743EZ,5,3,574636687,KDV,02099762,06-11-2025,Groningen,14
2771PC,5,2,168138694,KDV,65621670,10-01-2017,Boskoop,20
2771PC,5,2,178323093,BSO,41166169,02-07-2015,Boskoop,54
2771PC,5,2,313016690,VGO,,08-12-2025,Boskoop,4
2771PC,5,2,335881701,KDV,41166169,02-07-2015,Boskoop,44
2771PC,5,2,475989697,KDV,41166169,09-12-2015,Boskoop,30
4333BW,5,2,170743135,BSO,77489152,10-05-2023,Middelburg,44
4333BW,5,2,213369394,KDV,22046874,13-12-2016,Middelburg,16
4333BW,5,2,236583876,BSO,77489152,27-01-2021,Middelburg,22
4333BW,5,2,271343953,KDV,77489152,10-05-2023,Middelburg,32
4333BW,5,2,958490442,BSO,22046874,01-01-2010,Middelburg,42
2151TA,5,4,178355409,BSO,34199438,01-01-2010,Nieuw-Vennep,40
2151TA,5,4,320573989,BSO,34154944,15-08-2024,Nieuw-Vennep,80
2151TA,5,4,517482733,KDV,34135508,01-01-2010,Nieuw-Vennep,36
2151TA,5,4,546380438,KDV,41223014,09-11-2016,Nieuw-Vennep,16
2151TA,5,4,749324454,KDV,34154944,15-08-2024,Nieuw-Vennep,28
2404AV,5,2,189725357,KDV,41167932,11-12-2025,Alphen aan den Rijn,28
2404AV,5,2,218304638,BSO,41167932,29-04-2011,Alphen aan den Rijn,44
2404AV,5,2,223902020,BSO,41167932,09-10-2025,Alphen aan den Rijn,49
2404AV,5,2,297437483,KDV,41167932,09-10-2025,Alphen aan den Rijn,16
2404AV,5,2,327950419,KDV,27380795,15-10-2024,Alphen aan den Rijn,28
3448HV,5,2,201005980,BSO,30182723,05-12-2011,Woerden,50
3448HV,5,2,202387616,BSO,53073908,10-06-2021,Woerden,88
3448HV,5,2,394867178,BSO,30182723,01-01-2010,Woerden,50
3448HV,5,2,629504611,BSO,53073908,20-02-2024,Woerden,25
3448HV,5,2,750004940,BSO,53073908,17-12-2025,Woerden,51
2761KZ,5,2,209056642,KDV,41135920,01-06-2023,Zevenhuizen,48
2761KZ,5,2,244194208,KDV,41135920,15-10-2022,Zevenhuizen,32
2761KZ,5,2,249294515,KDV,24323221,21-09-2022,Zevenhuizen,71
2761KZ,5,2,284109332,BSO,24323221,22-09-2022,Zevenhuizen,100
2761KZ,5,2,719063851,BSO,41135920,03-05-2023,Zevenhuizen,36
7542GT,5,1,226705353,BSO,08131705,22-08-2011,Enschede,13
7542GT,5,1,323302774,BSO,08131705,03-09-2018,Enschede,20
7542GT,5,1,905820411,KDV,08131705,22-08-2011,Enschede,30
7542GT,5,1,959790512,KDV,08131705,01-08-2013,Enschede,16
7542GT,5,1,968095124,KDV,08131705,01-08-2013,Enschede,16
2613VN,5,2,336341118,KDV,53182561,01-08-2016,Delft,20
2613VN,5,2,338401398,BSO,33303797,22-06-2015,Delft,40
2613VN,5,2,754756282,KDV,33303797,17-04-2013,Delft,80
2613VN,5,2,851389119,KDV,53182561,01-01-2010,Delft,20
2613VN,5,2,861296448,KDV,53182561,29-08-2014,Delft,24
3861MA,4,2,100075964,BSO,34162208,01-01-2010,Nijkerk,70
3861MA,4,2,136371930,KDV,34162208,01-01-2010,Nijkerk,94
3861MA,4,2,215243973,KDV,74138081,01-06-2025,Nijkerk,12
3861MA,4,2,394631985,BSO,74138081,18-12-2024,Nijkerk,19
5491GC,4,2,100202342,BSO,50168223,01-03-2017,Sint-Oedenrode,20
5491GC,4,2,184317496,BSO,41208044,01-01-2010,Sint-Oedenrode,49
5491GC,4,2,665668442,KDV,41208044,01-01-2010,Sint-Oedenrode,44
5491GC,4,2,802550654,KDV,50168223,03-07-2017,Sint-Oedenrode,28
2548HJ,4,1,100319853,KDV,41135920,01-01-2010,'s-Gravenhage,47
2548HJ,4,1,122306399,KDV,41135920,10-05-2012,'s-Gravenhage,61
2548HJ,4,1,134397447,BSO,41135920,01-01-2010,'s-Gravenhage,69
2548HJ,4,1,964860466,VGO,,19-03-2015,'s-Gravenhage,6
1181NC,4,2,100336498,BSO,41202080,16-04-2015,Amstelveen,94
1181NC,4,2,222086774,KDV,41202080,01-01-2010,Amstelveen,64
1181NC,4,2,330529353,BSO,30278497,27-08-2021,Amstelveen,22
1181NC,4,2,706137619,KDV,30278497,17-05-2021,Amstelveen,52
4735TA,4,2,100642408,KDV,20125402,13-08-2012,Zegge,16
4735TA,4,2,106937467,GOB,55504264,19-12-2019,Zegge,
4735TA,4,2,186154094,KDV,55504264,10-08-2015,Zegge,30
4735TA,4,2,189943841,BSO,55504264,10-08-2015,Zegge,44
5685CD,4,2,100657084,BSO,62342282,28-08-2018,Best,39
5685CD,4,2,158472263,KDV,62342282,02-08-2015,Best,30
5685CD,4,2,177691153,KDV,62342282,22-06-2021,Best,47
5685CD,4,2,823063987,BSO,30225440,01-01-2005,Best,75
2318TJ,4,3,101030794,BSO,60901934,01-01-2010,Leiden,50
2318TJ,4,3,118230608,KDV,60901934,01-01-2010,Leiden,79
2318TJ,4,3,223037473,KDV,28099826,01-09-2014,Leiden,16
2318TJ,4,3,313304828,BSO,28112836,17-01-2017,Leiden,30
9644VL,4,3,101272911,KDV,76944166,24-11-2016,Veendam,14
9644VL,4,3,225514473,KDV,97322237,23-06-2025,Veendam,14
9644VL,4,3,320240782,KDV,81858418,16-05-2019,Veendam,13
9644VL,4,3,992034139,BSO,81858418,16-05-2019,Veendam,14
1825HC,4,1,101450977,BSO,37095741,01-01-2010,Alkmaar,40
1825HC,4,1,102219138,BSO,37095741,01-01-2010,Alkmaar,80
1825HC,4,1,209158098,KDV,37095741,01-01-2010,Alkmaar,79
1825HC,4,1,461735052,KDV,37095741,01-04-2021,Alkmaar,16
7463CM,4,2,101577709,KDV,60381221,01-09-2017,Rijssen,32
7463CM,4,2,149548059,BSO,60381221,01-09-2017,Rijssen,22
7463CM,4,2,184391532,VGO,,02-11-2017,Rijssen,6
7463CM,4,2,335855532,KDV,41028427,01-04-2017,Rijssen,32
3741RS,4,3,102352598,BSO,67975135,01-11-2014,Baarn,18
3741RS,4,3,150107791,BSO,30182723,01-09-2017,Baarn,30
3741RS,4,3,168493238,BSO,67975135,19-08-2021,Baarn,51
3741RS,4,3,637826802,BSO,30278497,02-03-2015,Baarn,30
1825DP,4,1,102779454,BSO,41240655,01-01-2010,Alkmaar,33
1825DP,4,1,202594427,KDV,41240655,01-01-2010,Alkmaar,42
1825DP,4,1,350898182,BSO,41240655,20-05-2025,Alkmaar,26
1825DP,4,1,733792078,KDV,41240655,01-11-2015,Alkmaar,16
4153CJ,4,3,103272811,BSO,11063331,06-03-2023,Beesd,22
4153CJ,4,3,215648845,KDV,11066290,10-09-2012,Beesd,16
4153CJ,4,3,556042463,KDV,54767873,05-01-2015,Beesd,32
4153CJ,4,3,752869759,BSO,54767873,01-05-2025,Beesd,44
2211AH,4,2,103319360,KDV,60901934,21-04-2022,Noordwijkerhout,61
2211AH,4,2,272407203,BSO,60901934,21-04-2022,Noordwijkerhout,30
2211AH,4,2,307244763,KDV,88723135,18-07-2022,Noordwijkerhout,16
2211AH,4,2,881322295,BSO,88723135,18-07-2022,Noordwijkerhout,60
9089BG,4,1,103442650,KDV,41002574,19-02-2013,Wytgaard,8
9089BG,4,1,186802250,KDV,41002574,16-12-2021,Wytgaard,16
9089BG,4,1,192496098,BSO,41002574,01-01-2010,Wytgaard,7
9089BG,4,1,198188821,BSO,41002574,22-05-2017,Wytgaard,22
1076ED,4,3,103556801,KDV,41202470,27-08-2014,Amsterdam,15
1076ED,4,3,120327867,BSO,51478196,01-01-2010,Amsterdam,56
1076ED,4,3,203336902,KDV,63493349,02-10-2017,Amsterdam,16
1076ED,4,3,712412311,BSO,63493349,02-10-2017,Amsterdam,40
4661VE,4,3,103582162,KDV,41102944,17-09-2012,Halsteren,32
4661VE,4,3,113517749,BSO,68027265,01-01-2010,Halsteren,74
4661VE,4,3,162935249,BSO,41102944,17-09-2012,Halsteren,33
4661VE,4,3,801451735,KDV,41105401,01-12-2015,Halsteren,16
8939CR,4,1,103599356,KDV,01104421,30-08-2022,Leeuwarden,14
8939CR,4,1,107140536,BSO,01104421,22-06-2020,Leeuwarden,22
8939CR,4,1,187220530,KDV,01104421,01-01-2010,Leeuwarden,60
8939CR,4,1,196335085,BSO,01104421,01-01-2010,Leeuwarden,84
8131DP,4,1,103623929,KDV,41245012,01-10-1998,Wijhe,102
8131DP,4,1,146051622,BSO,41245012,01-01-2019,Wijhe,90
8131DP,4,1,199759480,GOB,41245012,01-01-2010,Wijhe,
8131DP,4,1,214084395,BSO,41245012,01-07-2019,Wijhe,106
6621KV,4,4,103984392,KDV,10021739,22-01-2013,Dreumel,16
6621KV,4,4,139931028,KDV,09166969,02-01-2012,Dreumel,16
6621KV,4,4,214041803,BSO,60901934,07-12-2011,Dreumel,56
6621KV,4,4,933142924,KDV,11054464,21-07-2011,Dreumel,30
3842EH,4,3,104232109,KDV,34162208,29-10-2015,Harderwijk,13
3842EH,4,3,150522320,BSO,34162208,02-08-2011,Harderwijk,46
3842EH,4,3,152598984,KDV,41035117,19-11-2012,Harderwijk,32
3842EH,4,3,275416239,BSO,82667047,24-07-2023,Harderwijk,24
1733AZ,4,2,104328496,KDV,41238909,23-09-2019,Nieuwe Niedorp,46
1733AZ,4,2,145139888,BSO,37152175,01-01-2018,Nieuwe Niedorp,22
1733AZ,4,2,234400845,KDV,37152175,18-08-2014,Nieuwe Niedorp,16
1733AZ,4,2,282456399,BSO,41238909,23-09-2019,Nieuwe Niedorp,67
1784MA,4,2,104631053,KDV,41238909,01-09-2020,Den Helder,32
1784MA,4,2,136798779,BSO,41238909,01-01-2010,Den Helder,38
1784MA,4,2,181381217,KDV,37152175,17-08-2020,Den Helder,56
1784MA,4,2,301713443,BSO,37152175,20-06-2022,Den Helder,44
4116GE,4,2,104671609,BSO,11063331,02-11-2004,Buren,30
4116GE,4,2,154305650,KDV,11063331,02-11-2004,Buren,32
4116GE,4,2,202652282,BSO,55000959,15-07-2015,Buren,44
4116GE,4,2,838362527,KDV,55000959,15-07-2015,Buren,16
3432XZ,4,2,104953639,BSO,30182723,01-01-2010,Nieuwegein,70
3432XZ,4,2,122051890,KDV,30182723,13-11-2012,Nieuwegein,56
3432XZ,4,2,138015533,KDV,30182723,03-09-2025,Nieuwegein,8
3432XZ,4,2,302498151,KDV,82970556,19-11-2021,Nieuwegein,26
1349HJ,4,2,105060987,VGO,,28-10-2022,Almere,6
1349HJ,4,2,105537366,KDV,61924490,07-11-2022,Almere,16
1349HJ,4,2,230879779,KDV,88684695,26-08-2024,Almere,31
1349HJ,4,2,240821920,BSO,61924490,07-11-2022,Almere,226
8265RG,4,2,105341265,KDV,30225440,01-01-2010,Kampen,75
8265RG,4,2,214398559,KDV,34162208,10-07-2017,Kampen,16
8265RG,4,2,255161062,BSO,30225440,23-08-2021,Kampen,34
8265RG,4,2,954288701,BSO,30225440,01-01-2010,Kampen,56
3992AK,4,1,105633239,BSO,30082460,01-11-2015,Houten,30
3992AK,4,1,145403166,BSO,30082460,19-09-2010,Houten,90
3992AK,4,1,176037020,BSO,30082460,19-09-2010,Houten,50
3992AK,4,1,637311723,KDV,30082460,19-09-2010,Houten,63
2562RL,4,2,105876975,KDV,27179025,31-12-2025,'s-Gravenhage,28
2562RL,4,2,112298771,BSO,27179025,31-12-2025,'s-Gravenhage,16
2562RL,4,2,218432008,KDV,73496146,20-01-2015,'s-Gravenhage,24
2562RL,4,2,272974481,BSO,73496146,08-03-2017,'s-Gravenhage,12
9766PP,4,1,105931573,BSO,41019640,28-07-2014,Eelderwolde,150
9766PP,4,1,126061130,KDV,41019640,01-01-2010,Eelderwolde,60
9766PP,4,1,242427716,KDV,41019640,28-07-2014,Eelderwolde,32
9766PP,4,1,534595182,BSO,41019640,01-01-2010,Eelderwolde,74
3011GM,4,2,105937496,BSO,24384799,01-01-2010,Rotterdam,104
3011GM,4,2,224639420,KDV,24384799,05-08-2015,Rotterdam,32
3011GM,4,2,238826727,BSO,87967022,01-10-2022,Rotterdam,22
3011GM,4,2,499632321,KDV,87967022,20-06-2018,Rotterdam,32
8121SC,4,0,106067059,VGO,,01-07-2016,Olst,6
8121SC,4,0,127155260,VGO,,09-11-2010,Olst,6
8121SC,4,0,169403300,VGO,,24-08-2010,Olst,6
8121SC,4,0,318575747,VGO,,26-08-2019,Olst,6
3822BV,4,2,106437811,KDV,30278497,01-01-2010,Amersfoort,25
3822BV,4,2,450971910,KDV,41189982,01-01-2010,Amersfoort,32
3822BV,4,2,842760490,BSO,41189982,01-01-2010,Amersfoort,68
3822BV,4,2,898320367,KDV,41189982,01-01-2010,Amersfoort,80
3137RL,4,2,106631524,KDV,24416445,01-03-2018,Vlaardingen,16
3137RL,4,2,109171433,BSO,24371600,30-09-2020,Vlaardingen,44
3137RL,4,2,173743717,BSO,24416445,21-08-2017,Vlaardingen,88
3137RL,4,2,307855752,KDV,24371600,30-09-2020,Vlaardingen,44
3824EK,4,2,107006054,KDV,54939747,11-04-2019,Amersfoort,64
3824EK,4,2,204586070,BSO,54939747,11-04-2019,Amersfoort,40
3824EK,4,2,605608362,BSO,41189982,01-01-2010,Amersfoort,44
3824EK,4,2,635342212,KDV,41189982,01-01-2010,Amersfoort,80
3832JR,4,2,107662097,KDV,41189982,01-09-2014,Leusden,32
3832JR,4,2,188675814,KDV,41208044,01-03-2011,Leusden,60
3832JR,4,2,673885008,BSO,41208044,01-03-2011,Leusden,69
3832JR,4,2,999983398,BSO,41189982,06-10-2025,Leusden,24
3332KW,4,2,107824516,BSO,41119006,15-08-2011,Zwijndrecht,66
3332KW,4,2,124916296,KDV,50627856,16-08-2012,Zwijndrecht,16
3332KW,4,2,163286279,KDV,41119006,24-02-2014,Zwijndrecht,16
3332KW,4,2,575019219,BSO,50627856,01-01-2010,Zwijndrecht,50
1507XE,4,3,108029529,KDV,34327012,29-01-2024,Zaandam,15
1507XE,4,3,118537131,BSO,34164779,01-04-2025,Zaandam,22
1507XE,4,3,225100125,BSO,34327012,29-01-2024,Zaandam,42
1507XE,4,3,847160117,KDV,34151112,28-04-2025,Zaandam,14
2597RM,4,2,108195818,BSO,41135920,02-08-2012,'S-GRAVENHAGE,70
2597RM,4,2,187113257,BSO,41135920,07-05-2021,'s-Gravenhage,32
2597RM,4,2,230492940,BSO,68027265,29-03-2011,'s-Gravenhage,35
2597RM,4,2,684839581,KDV,68027265,01-01-2010,'s-Gravenhage,44
1322AT,4,2,108266916,KDV,39074703,01-08-2008,Almere,48
1322AT,4,2,224535171,BSO,39074703,01-01-2010,Almere,80
1322AT,4,2,335020227,BSO,93997558,19-07-2024,Almere,22
1322AT,4,2,468108130,KDV,93997558,19-07-2024,Almere,34
3972KD,4,4,108501681,BSO,30278497,01-01-2010,Driebergen-Rijsenburg,36
3972KD,4,4,233481898,BSO,30150426,01-01-2010,Driebergen-Rijsenburg,70
3972KD,4,4,251124137,BSO,30226741,14-05-2018,Driebergen-Rijsenburg,55
3972KD,4,4,490591346,BSO,88572765,01-10-2015,Driebergen-Rijsenburg,40
7011BJ,4,1,108661325,KDV,41208044,13-08-2010,Gaanderen,28
7011BJ,4,1,153076446,BSO,41208044,20-10-2015,Gaanderen,44
7011BJ,4,1,293841159,KDV,41208044,24-02-2023,Gaanderen,16
7011BJ,4,1,652850613,BSO,41208044,25-07-2017,Gaanderen,24
9746RS,4,3,108662147,KDV,02099762,02-04-2012,Groningen,16
9746RS,4,3,165780885,KDV,60901934,01-04-2012,Groningen,82
9746RS,4,3,229422731,BSO,02099762,21-07-2020,Groningen,70
9746RS,4,3,560034702,BSO,41012651,01-04-2012,Groningen,135
8332CZ,4,2,108790113,BSO,54767873,01-01-2014,Steenwijk,38
8332CZ,4,2,129347528,BSO,05074479,01-01-2010,Steenwijk,60
8332CZ,4,2,219168003,KDV,05074479,01-01-2010,Steenwijk,62
8332CZ,4,2,326660021,KDV,54767873,13-02-2017,Steenwijk,32
1216LD,4,2,109236294,BSO,55449808,02-12-2025,Hilversum,26
1216LD,4,2,160579818,KDV,41188302,30-10-2012,Hilversum,16
1216LD,4,2,162220340,KDV,55449808,01-01-2010,Hilversum,40
1216LD,4,2,640228513,BSO,55449808,01-01-2010,Hilversum,40
3257XM,4,1,109284136,BSO,22049355,26-06-2025,Ooltgensplaat,20
3257XM,4,1,327776420,BSO,22049355,30-03-2016,Ooltgensplaat,20
3257XM,4,1,426913486,KDV,22049355,01-01-2017,Ooltgensplaat,16
3257XM,4,1,846365583,KDV,22049355,09-01-2017,Ooltgensplaat,23
3362GH,4,2,109471908,BSO,60901934,28-11-2016,Sliedrecht,40
3362GH,4,2,155094506,BSO,41120243,09-09-2014,Sliedrecht,22
3362GH,4,2,166628566,KDV,41120243,09-09-2014,Sliedrecht,48
3362GH,4,2,600341185,KDV,60901934,19-08-2014,Sliedrecht,32
3253AS,4,1,109526569,KDV,22049355,01-01-2017,Ouddorp,16
3253AS,4,1,328013225,BSO,22049355,26-03-2024,Ouddorp,32
3253AS,4,1,647950911,KDV,22049355,01-01-2010,Ouddorp,16
3253AS,4,1,976786175,KDV,22049355,01-01-2010,Ouddorp,28
2671SK,4,1,109746661,KDV,27256203,01-07-2013,Naaldwijk,14
2671SK,4,1,206625273,BSO,27256203,01-01-2010,Naaldwijk,40
2671SK,4,1,284958694,KDV,27256203,01-01-2010,Naaldwijk,108
2671SK,4,1,327219415,KDV,27256203,01-01-2024,Naaldwijk,16
2492MA,4,1,109872721,KDV,27280272,15-10-2014,'s-Gravenhage,15
2492MA,4,1,115734132,BSO,27280272,06-10-2016,'s-Gravenhage,70
2492MA,4,1,119584359,KDV,27280272,06-10-2016,'s-Gravenhage,60
2492MA,4,1,249922988,BSO,27280272,13-04-2017,'s-Gravenhage,72
2492NZ,4,2,110620811,KDV,27280272,01-01-2010,'s-Gravenhage,83
2492NZ,4,2,162383782,BSO,27280272,20-08-2012,'s-Gravenhage,58
2492NZ,4,2,214460630,BSO,30225440,01-01-2010,'s-Gravenhage,70
2492NZ,4,2,229457460,BSO,27280272,01-01-2010,'s-Gravenhage,80
9736AM,4,2,111076146,KDV,02099762,03-12-2020,Groningen,16
9736AM,4,2,119410217,BSO,41012651,01-01-2021,Groningen,71
9736AM,4,2,132560835,BSO,02099762,03-12-2020,Groningen,60
9736AM,4,2,153095805,KDV,41012651,01-01-2021,Groningen,14
7545BV,4,1,111172895,BSO,41208044,18-08-2014,Enschede,23
7545BV,4,1,130993074,KDV,41208044,01-08-2013,Enschede,16
7545BV,4,1,213980654,BSO,41208044,15-01-2014,Enschede,67
7545BV,4,1,527221454,KDV,41208044,01-08-2013,Enschede,16
2651XK,4,2,111255399,BSO,34162208,19-08-2022,Berkel en Rodenrijs,114
2651XK,4,2,224157516,KDV,41145140,16-08-2022,Berkel en Rodenrijs,32
2651XK,4,2,280001502,KDV,34162208,16-07-2025,Berkel en Rodenrijs,44
2651XK,4,2,716728564,BSO,34162208,14-07-2025,Berkel en Rodenrijs,40
9865BX,4,0,111668414,VGO,,17-09-2010,Opende,6
9865BX,4,0,128911451,VGO,,10-10-2024,Opende,6
9865BX,4,0,207597868,VGO,,11-10-2010,Opende,6
9865BX,4,0,324148070,VGO,,05-03-2024,Opende,6
2573XJ,4,2,111682083,BSO,73496146,02-09-2022,'s-Gravenhage,12
2573XJ,4,2,169494640,KDV,73496146,02-09-2022,'s-Gravenhage,23
2573XJ,4,2,246814044,BSO,27179025,31-12-2025,'s-Gravenhage,13
2573XJ,4,2,309218287,KDV,27179025,31-12-2025,'s-Gravenhage,25
2215DZ,4,2,112577350,BSO,50094769,21-07-2025,Voorhout,45
2215DZ,4,2,221574864,KDV,60901934,27-08-2019,Voorhout,14
2215DZ,4,2,262961428,BSO,60901934,11-07-2022,Voorhout,30
2215DZ,4,2,645957574,KDV,50094769,01-09-2025,Voorhout,14
7514ZJ,4,1,112626166,BSO,41208044,22-02-2018,Enschede,32
7514ZJ,4,1,118363219,BSO,41208044,04-04-2014,Enschede,44
7514ZJ,4,1,232030789,KDV,41208044,01-01-2010,Enschede,68
7514ZJ,4,1,266761367,KDV,41208044,04-04-2014,Enschede,16
5953DM,4,2,112749951,KDV,41063957,01-04-2017,Reuver,16
5953DM,4,2,266503287,KDV,41062125,01-12-2022,Reuver,16
5953DM,4,2,958768353,KDV,41062125,01-01-2010,Reuver,28
5953DM,4,2,982359111,BSO,41062125,01-01-2010,Reuver,40
1461BW,4,2,112797921,BSO,41238436,01-01-2010,Zuidoostbeemster,94
1461BW,4,2,306348159,BSO,81550162,25-08-2025,Zuidoostbeemster,30
1461BW,4,2,306968861,BSO,41238436,01-09-2017,Zuidoostbeemster,22
1461BW,4,2,858476435,KDV,41238436,01-01-2014,Zuidoostbeemster,64
2751AW,4,2,112864260,BSO,41135920,06-08-2015,Moerkapelle,55
2751AW,4,2,133295874,KDV,41135920,01-10-2020,Moerkapelle,16
2751AW,4,2,228150346,BSO,24323221,29-08-2024,Moerkapelle,24
2751AW,4,2,454421278,KDV,24323221,02-01-2012,Moerkapelle,16
1391XL,4,2,113686298,KDV,30182723,15-02-2016,Abcoude,62
1391XL,4,2,143151393,BSO,74926101,18-06-2019,Abcoude,44
1391XL,4,2,236303260,KDV,74926101,05-10-2020,Abcoude,16
1391XL,4,2,877737046,BSO,30182723,01-01-2010,Abcoude,149
3204AK,4,2,113788976,BSO,60901934,01-01-2005,Spijkenisse,50
3204AK,4,2,190964285,KDV,60901934,07-02-2017,Spijkenisse,16
3204AK,4,2,197470750,BSO,53039068,19-09-2023,Spijkenisse,44
3204AK,4,2,214503628,KDV,53039068,19-09-2023,Spijkenisse,32
3543BT,4,3,113827192,KDV,61367710,01-01-2010,Utrecht,74
3543BT,4,3,183466421,KDV,30182723,31-08-2020,Utrecht,32
3543BT,4,3,199247377,KDV,75036525,07-04-2025,Utrecht,20
3543BT,4,3,848189644,BSO,30182723,06-03-2023,Utrecht,55
