postcode,provider_count_at_postcode,unique_kvk_holders,lrk_id,type_oko,kvk_nummer,inschrijfdatum,woonplaats,aantal_kindplaatsen
1083HP,3,3,205550745,KDV,95132058,28-01-2025,Amsterdam,63
1083HP,3,3,209264287,BSO,34302901,01-01-2026,Amsterdam,42
1083HP,3,3,290500680,BSO,85009032,01-06-2024,Amsterdam,88
2712EW,3,1,205609089,KDV,75170272,16-03-2012,Zoetermeer,16
2712EW,3,1,211184688,KDV,75170272,18-07-2018,Zoetermeer,15
2712EW,3,1,316719602,KDV,75170272,01-01-2024,Zoetermeer,24
5802AM,3,1,205619137,KDV,14105327,19-07-2016,Venray,32
5802AM,3,1,245704619,BSO,14105327,17-02-2021,Venray,22
5802AM,3,1,381848851,BSO,14105327,22-10-2012,Venray,36
4011GM,3,2,205687003,KDV,11063331,03-04-2023,Zoelen,15
4011GM,3,2,292456384,KDV,30242267,01-09-2019,Zoelen,32
4011GM,3,2,608388221,BSO,30242267,25-08-2024,Zoelen,30
3894BA,3,1,205861829,BSO,41246418,06-10-2020,Zeewolde,20
3894BA,3,1,235312848,BSO,41246418,31-10-2022,Zeewolde,22
3894BA,3,1,263293373,KDV,41246418,06-10-2020,Zeewolde,44
2071AZ,3,2,206332579,KDV,30225440,01-01-2010,Santpoort-Noord,57
2071AZ,3,2,228259289,KDV,73201960,02-01-2010,Santpoort-Noord,16
2071AZ,3,2,642963010,BSO,30225440,01-01-2010,Santpoort-Noord,90
3122TA,3,1,206605225,KDV,24371600,01-01-2005,Schiedam,39
3122TA,3,1,544937478,KDV,24371600,01-01-2017,Schiedam,24
3122TA,3,1,578347489,BSO,24371600,07-12-2020,Schiedam,21
6716JE,3,3,206912493,BSO,63507706,20-09-2021,Ede,46
6716JE,3,3,249516731,KDV,76348628,06-07-2020,Ede,72
6716JE,3,3,313172638,KDV,86846760,01-11-2022,Ede,32
1985EL,3,2,207109898,KDV,34359114,29-12-2016,Driehuis NH,16
1985EL,3,2,256488903,BSO,34359114,29-12-2016,Driehuis NH,40
1985EL,3,2,684033161,BSO,30225440,01-01-2010,Driehuis NH,50
1063KX,3,2,207643714,KDV,34236949,01-09-2018,Amsterdam,32
1063KX,3,2,270134360,KDV,60901934,24-02-2025,Amsterdam,15
1063KX,3,2,279758091,BSO,60901934,24-02-2025,Amsterdam,30
3069WB,3,2,207770864,KDV,41135920,01-01-2010,Rotterdam,64
3069WB,3,2,233912666,BSO,41135920,01-01-2010,Rotterdam,22
3069WB,3,2,261987148,KDV,41125508,02-02-2024,Rotterdam,10
5062JK,3,2,207985169,BSO,41208044,12-05-2025,Oisterwijk,36
5062JK,3,2,270008652,BSO,41208044,07-11-2017,Oisterwijk,70
5062JK,3,2,303671981,BSO,58593330,03-01-2022,Oisterwijk,44
5051CR,3,2,208868471,BSO,87453738,20-10-2025,Goirle,46
5051CR,3,2,335897381,KDV,41208044,07-01-2019,Goirle,16
5051CR,3,2,442015902,BSO,41208044,15-07-2010,Goirle,34
7556WH,3,2,209187244,KDV,60901934,01-06-2022,Hengelo,32
7556WH,3,2,267306830,KDV,08165764,01-02-2022,Hengelo,16
7556WH,3,2,463246834,BSO,60901934,05-03-2018,Hengelo,19
3311XD,3,3,209493999,BSO,91385156,03-06-2024,Dordrecht,14
3311XD,3,3,311715898,KDV,41121846,01-01-2017,Dordrecht,16
3311XD,3,3,687144048,KDV,66418429,06-03-2023,Dordrecht,15
9354AR,3,1,210711188,VGO,,20-07-2021,Zevenhuizen,6
9354AR,3,1,216665103,KDV,97719021,29-08-2022,Zevenhuizen,44
9354AR,3,1,291641805,BSO,97719021,29-08-2022,Zevenhuizen,44
2105TC,3,2,210807040,BSO,34278900,01-01-2010,Heemstede,44
2105TC,3,2,220746941,BSO,52887952,01-01-2010,Heemstede,28
2105TC,3,2,523625844,KDV,34278900,20-10-2025,Heemstede,16
2993DL,3,1,210874843,KDV,22049355,01-01-2010,Barendrecht,14
2993DL,3,1,711239186,BSO,22049355,18-08-2015,Barendrecht,50
2993DL,3,1,858059241,KDV,22049355,18-08-2015,Barendrecht,32
7873AM,3,2,211724270,BSO,68080522,15-12-2011,Odoorn,50
7873AM,3,2,229687106,KDV,78322634,20-12-2012,Odoorn,16
7873AM,3,2,876332397,KDV,68080522,03-09-2012,Odoorn,20
3034CS,3,3,211935591,KDV,87967022,01-03-2016,Rotterdam,31
3034CS,3,3,343719678,BSO,27181700,03-07-2012,Rotterdam,22
3034CS,3,3,675778529,KDV,41125508,01-01-2010,Rotterdam,46
3768EP,3,2,211969114,KDV,55449808,02-01-2010,Soest,60
3768EP,3,2,223575525,KDV,61367710,01-01-2010,Soest,28
3768EP,3,2,882369118,BSO,55449808,07-10-2008,Soest,73
8253PD,3,2,212279440,BSO,59332018,02-09-2024,Dronten,88
8253PD,3,2,244027341,KDV,59332018,12-06-2025,Dronten,76
8253PD,3,2,253944971,KDV,96491981,04-08-2025,Dronten,15
3031XH,3,3,212327252,KDV,87967022,01-03-2016,Rotterdam,30
3031XH,3,3,238081941,BSO,09160168,01-01-2010,Rotterdam,100
3031XH,3,3,451473644,KDV,24384799,14-04-2023,Rotterdam,16
5552HP,3,1,212707838,KDV,87450909,23-02-2017,Valkenswaard,16
5552HP,3,1,223192880,BSO,87450909,06-10-2010,Valkenswaard,70
5552HP,3,1,289401343,KDV,87450909,18-08-2025,Valkenswaard,16
5144AL,3,1,212738859,KDV,65043413,14-05-2012,Waalwijk,75
5144AL,3,1,221150717,BSO,65043413,28-03-2019,Waalwijk,66
5144AL,3,1,292118806,KDV,65043413,28-03-2019,Waalwijk,32
6333CW,3,2,213024901,KDV,41070244,01-08-2017,Schimmert,16
6333CW,3,2,748775432,BSO,41070244,01-01-2010,Schimmert,22
6333CW,3,2,913024223,KDV,95438882,07-05-2025,Schimmert,15
3825LX,3,1,213246636,BSO,54939747,26-07-2022,Amersfoort,22
3825LX,3,1,307943094,BSO,54939747,01-04-2016,Amersfoort,40
3825LX,3,1,663978695,KDV,54939747,01-04-2016,Amersfoort,76
2718JT,3,1,214291066,BSO,41135920,01-05-2025,Zoetermeer,74
2718JT,3,1,222771112,BSO,41135920,23-07-2015,Zoetermeer,33
2718JT,3,1,996426784,KDV,41135920,01-01-2010,Zoetermeer,57
1398PC,3,1,214337947,KDV,60901934,01-06-2023,Muiden,104
1398PC,3,1,320829352,BSO,60901934,01-07-2025,Muiden,66
1398PC,3,1,604937544,BSO,60901934,01-06-2023,Muiden,22
3311RR,3,2,214988338,KDV,41121846,01-05-2023,Dordrecht,64
3311RR,3,2,261835701,BSO,41121846,21-08-2023,Dordrecht,24
3311RR,3,2,290375162,KDV,41120110,22-08-2022,Dordrecht,16
2562AP,3,2,215467954,KDV,69092222,28-02-2025,'s-Gravenhage,16
2562AP,3,2,221388412,KDV,27179025,03-03-2025,'s-Gravenhage,28
2562AP,3,2,313375914,BSO,27179025,03-03-2025,'s-Gravenhage,60
6546XN,3,1,215625948,BSO,09166969,01-01-2008,Nijmegen,46
6546XN,3,1,294773320,KDV,09166969,17-03-2016,Nijmegen,16
6546XN,3,1,651643685,BSO,09166969,01-01-1993,Nijmegen,55
8064CD,3,1,216251333,KDV,41022509,26-09-2016,Zwartsluis,16
8064CD,3,1,322876291,KDV,41022509,13-05-2019,Zwartsluis,16
8064CD,3,1,758165304,BSO,41022509,21-07-2010,Zwartsluis,30
1382RP,3,1,216383948,KDV,30182723,13-05-2013,Weesp,40
1382RP,3,1,427552643,BSO,30182723,13-05-2013,Weesp,80
1382RP,3,1,761313540,BSO,30182723,01-01-2010,Weesp,35
6412EN,3,2,217066963,KDV,94053472,06-02-2017,Heerlen,40
6412EN,3,2,296136219,BSO,94053472,20-03-2017,Heerlen,24
6412EN,3,2,979833644,KDV,14075465,26-06-2012,Heerlen,31
8101EN,3,2,217238294,BSO,63001268,01-03-2013,Raalte,60
8101EN,3,2,623324271,BSO,41244914,18-12-2019,Raalte,40
8101EN,3,2,949793346,KDV,41244914,18-12-2019,Raalte,32
3371PN,3,2,217375327,BSO,60901934,15-03-2011,Hardinxveld-Giessendam,88
3371PN,3,2,256827849,KDV,60901934,01-12-2021,Hardinxveld-Giessendam,32
3371PN,3,2,498411151,KDV,41118358,01-07-2015,Hardinxveld-Giessendam,32
4871JB,3,1,217454355,KDV,20125402,01-01-2010,Etten-Leur,62
4871JB,3,1,501513292,VGO,,07-09-2010,Etten-Leur,6
4871JB,3,1,731722073,BSO,20125402,01-01-2010,Etten-Leur,101
1326PL,3,2,217519209,KDV,60901934,14-03-2014,Almere,14
1326PL,3,2,227912536,BSO,64625044,29-10-2013,Almere,30
1326PL,3,2,315429926,KDV,60901934,27-10-2023,Almere,16
3207EJ,3,2,217837700,BSO,27181700,01-04-2016,Spijkenisse,33
3207EJ,3,2,266592077,KDV,60901934,02-08-2019,Spijkenisse,16
3207EJ,3,2,899540776,BSO,60901934,05-10-2007,Spijkenisse,60
6417CM,3,2,217916958,KDV,41208044,28-03-2022,Heerlen,70
6417CM,3,2,288391536,BSO,41208044,21-03-2022,Heerlen,125
6417CM,3,2,372370470,KDV,14075465,21-03-2022,Heerlen,16
3437CA,3,1,218225131,KDV,30182723,01-09-2025,Nieuwegein,16
3437CA,3,1,289841719,KDV,30182723,21-08-2017,Nieuwegein,42
3437CA,3,1,431992903,BSO,30182723,21-08-2017,Nieuwegein,66
3067XC,3,2,218729224,BSO,24384799,22-08-2016,Rotterdam,40
3067XC,3,2,597759091,BSO,24384799,21-08-2018,Rotterdam,40
3067XC,3,2,842936245,KDV,41135920,01-03-2016,Rotterdam,14
2592GD,3,2,219142117,KDV,69092222,17-07-2023,'s-Gravenhage,16
2592GD,3,2,292465245,BSO,27179025,04-07-2023,'s-Gravenhage,40
2592GD,3,2,294394783,KDV,27179025,04-07-2023,'s-Gravenhage,28
8935GH,3,1,219900371,VGO,,21-09-2010,Leeuwarden,6
8935GH,3,1,236394228,KDV,41002574,01-01-2010,Leeuwarden,48
8935GH,3,1,336093998,BSO,41002574,01-01-2010,Leeuwarden,40
3985LK,3,2,221104240,KDV,30182723,13-10-2011,Werkhoven,16
3985LK,3,2,363213454,KDV,30225440,08-08-2011,Werkhoven,40
3985LK,3,2,933018484,BSO,30225440,08-08-2011,Werkhoven,68
6851LG,3,1,221158054,VGO,,27-07-2015,Huissen,6
6851LG,3,1,232385488,KDV,09151688,01-01-1998,Huissen,54
6851LG,3,1,287111684,BSO,09151688,01-01-2002,Huissen,66
8434NN,3,2,221304885,KDV,41002866,05-07-2016,Waskemeer,16
8434NN,3,2,276584296,KDV,01130599,27-08-2018,Waskemeer,16
8434NN,3,2,304032530,BSO,01130599,27-08-2018,Waskemeer,32
3453RA,3,2,221528398,KDV,41135920,01-01-2022,De Meern,15
3453RA,3,2,499368228,KDV,30270371,01-08-2010,De Meern,81
3453RA,3,2,820342919,BSO,30270371,15-06-2011,De Meern,55
3062NX,3,1,221585163,BSO,41131622,01-01-2010,Rotterdam,115
3062NX,3,1,228890809,KDV,41131622,01-01-2018,Rotterdam,32
3062NX,3,1,770078722,KDV,41131622,01-01-2010,Rotterdam,104
7731HJ,3,2,221977600,BSO,34162208,02-01-2010,Ommen,62
7731HJ,3,2,375601387,KDV,34162208,30-11-2010,Ommen,61
7731HJ,3,2,533926993,BSO,97921785,01-08-2022,Ommen,44
2403PG,3,1,222093249,BSO,41166169,01-01-2010,Alphen aan den Rijn,68
2403PG,3,1,231120175,KDV,41166169,13-11-1991,Alphen aan den Rijn,48
2403PG,3,1,643615222,KDV,41166169,09-12-2015,Alphen aan den Rijn,32
6845JE,3,2,223329472,BSO,30225440,16-11-2007,Arnhem,70
6845JE,3,2,320819218,KDV,09151688,03-03-2023,Arnhem,16
6845JE,3,2,470666638,KDV,30225440,01-05-2012,Arnhem,56
1034VG,3,1,223611438,BSO,65732510,12-10-2018,Amsterdam,30
1034VG,3,1,271167488,BSO,65732510,08-05-2015,Amsterdam,40
1034VG,3,1,338815594,BSO,65732510,29-08-2016,Amsterdam,33
3069CV,3,1,223633847,KDV,41135920,22-08-2022,Rotterdam,32
3069CV,3,1,255891234,BSO,41135920,01-10-2025,Rotterdam,32
3069CV,3,1,260370976,BSO,41135920,22-08-2022,Rotterdam,90
3515VB,3,2,223963720,BSO,30278497,07-01-2015,Utrecht,170
3515VB,3,2,449840402,BSO,30182723,25-10-2021,Utrecht,40
3515VB,3,2,896173550,KDV,30278497,07-01-2015,Utrecht,15
2573BA,3,3,224208299,KDV,69092222,26-06-2015,'s-Gravenhage,16
2573BA,3,3,295543218,BSO,27179025,01-09-2019,'s-Gravenhage,72
2573BA,3,3,789555141,KDV,41145140,21-08-2012,'s-Gravenhage,45
1221CE,3,2,224493310,BSO,55449808,07-05-2012,Hilversum,134
1221CE,3,2,337593632,KDV,41188302,07-02-2013,Hilversum,32
1221CE,3,2,710035159,KDV,55449808,16-01-2012,Hilversum,73
5427AL,3,1,224653234,BSO,17101430,01-01-2010,Boekel,88
5427AL,3,1,274732506,KDV,17101430,28-08-2017,Boekel,16
5427AL,3,1,279193038,KDV,17101430,05-07-2019,Boekel,60
2572BC,3,2,224730435,KDV,41156590,13-05-2014,'s-Gravenhage,38
2572BC,3,2,622033670,KDV,69092222,13-08-2014,'s-Gravenhage,47
2572BC,3,2,691323732,BSO,41156590,16-05-2014,'s-Gravenhage,62
2631GB,3,2,224930126,BSO,41146828,17-12-2025,Nootdorp,71
2631GB,3,2,268890961,KDV,41146828,17-12-2025,Nootdorp,32
2631GB,3,2,281679745,KDV,41154302,17-12-2025,Nootdorp,16
3112GH,3,2,225275120,BSO,27181700,18-12-2017,Schiedam,33
3112GH,3,2,235837635,KDV,27181700,18-12-2017,Schiedam,18
3112GH,3,2,326840369,KDV,41131621,18-12-2017,Schiedam,16
2548VJ,3,2,225463921,BSO,59725958,29-03-2017,'s-Gravenhage,30
2548VJ,3,2,628273551,KDV,41135920,01-01-2010,'s-Gravenhage,48
2548VJ,3,2,853446799,KDV,59725958,29-03-2017,'s-Gravenhage,46
2872AM,3,2,225683908,BSO,41173685,29-04-2015,Schoonhoven,30
2872AM,3,2,525552601,KDV,77000633,01-06-2015,Schoonhoven,16
2872AM,3,2,862723243,KDV,41173685,29-04-2015,Schoonhoven,70
8316AL,3,2,226030623,KDV,41024075,14-07-2025,Marknesse,28
8316AL,3,2,379535853,KDV,88832414,14-07-2025,Marknesse,11
8316AL,3,2,532828653,BSO,41024075,14-07-2025,Marknesse,24
5142WX,3,1,226987073,BSO,41083965,01-01-2010,Waalwijk,33
5142WX,3,1,247327529,KDV,41083965,16-08-2019,Waalwijk,13
5142WX,3,1,699900463,KDV,41083965,01-01-2010,Waalwijk,48
9251AX,3,1,227442088,BSO,01106502,01-01-2005,Burgum,42
9251AX,3,1,491662385,KDV,01106502,22-10-2015,Burgum,32
9251AX,3,1,833778213,KDV,01106502,10-01-2024,Burgum,16
1531AJ,3,2,227466019,KDV,34183318,05-10-2010,Wormer,16
1531AJ,3,2,303729892,KDV,97768057,01-01-2026,Wormer,28
1531AJ,3,2,477135419,BSO,97768057,01-01-2026,Wormer,15
1628XT,3,0,227621074,VGO,,16-07-2010,Hoorn,6
1628XT,3,0,229306676,VGO,,02-02-2023,Hoorn,6
1628XT,3,0,233109730,VGO,,05-08-2010,Hoorn,6
7101CA,3,1,227737544,BSO,09161364,04-08-2010,Winterswijk,80
7101CA,3,1,396985087,BSO,09161364,23-12-2025,Winterswijk,40
7101CA,3,1,417227437,KDV,09161364,04-08-2010,Winterswijk,96
4491GB,3,1,229314624,VGO,,08-12-2025,Wissenkerke,6
4491GB,3,1,326338512,KDV,22049355,16-11-2009,Wissenkerke,16
4491GB,3,1,478030861,BSO,22049355,01-01-2010,Wissenkerke,22
8064DC,3,1,229970679,BSO,60072210,09-02-2017,Zwartsluis,8
8064DC,3,1,329401592,KDV,60072210,09-02-2017,Zwartsluis,8
8064DC,3,1,485048498,BSO,60072210,16-12-2025,Zwartsluis,30
9351PV,3,2,230426244,BSO,41012651,01-09-2017,Leek,24
9351PV,3,2,264955559,KDV,80798977,19-07-2021,Leek,16
9351PV,3,2,748114324,BSO,80798977,29-03-2021,Leek,68
7007BK,3,2,231173945,KDV,08079898,01-09-2022,Doetinchem,8
7007BK,3,2,259272462,BSO,08079898,01-09-2022,Doetinchem,11
7007BK,3,2,282972705,KDV,41208044,22-05-2025,Doetinchem,56
7559NB,3,2,232013263,BSO,60901934,03-09-2012,Hengelo,50
7559NB,3,2,265424094,KDV,08165764,23-08-2021,Hengelo,16
7559NB,3,2,694124126,KDV,60901934,03-09-2012,Hengelo,29
3602ZK,3,2,232991613,KDV,94368155,30-09-2024,Maarssen,16
3602ZK,3,2,609142847,BSO,51188694,01-10-2023,Maarssen,44
3602ZK,3,2,938985024,BSO,51188694,01-09-2019,Maarssen,44
3286VR,3,1,233205366,BSO,41120778,01-05-2017,Klaaswaal,44
3286VR,3,1,321519693,KDV,41120778,01-05-2017,Klaaswaal,41
3286VR,3,1,671236921,VGO,,15-06-2022,Klaaswaal,6
9051KE,3,1,233304083,BSO,65971213,24-02-2022,Stiens,70
9051KE,3,1,429595669,KDV,65971213,01-08-2014,Stiens,44
9051KE,3,1,501274364,KDV,65971213,12-10-2010,Stiens,16
3925XE,3,0,233347288,VGO,,17-03-2016,Scherpenzeel,6
3925XE,3,0,258182507,VGO,,14-11-2023,Scherpenzeel,6
3925XE,3,0,296015842,VGO,,29-04-2024,Scherpenzeel,6
7932PM,3,1,234141657,BSO,63436612,07-03-2024,Echten,22
7932PM,3,1,250670057,VGO,,01-06-2024,Echten,6
7932PM,3,1,576778801,KDV,63436612,17-08-2015,Echten,16
1156AP,3,2,235164380,KDV,81558708,28-09-2017,Marken,16
1156AP,3,2,252184609,BSO,81550162,23-08-2021,Marken,21
1156AP,3,2,266564537,KDV,81550162,01-12-2022,Marken,16
1483VR,3,1,235312010,KDV,41238436,12-11-2015,De Rijp,44
1483VR,3,1,266208782,BSO,41238436,25-08-2025,De Rijp,30
1483VR,3,1,492798503,BSO,41238436,16-12-2015,De Rijp,55
1025WK,3,1,235596206,KDV,34327012,19-10-2022,Amsterdam,48
1025WK,3,1,309554536,BSO,34327012,17-10-2022,Amsterdam,56
1025WK,3,1,906028280,KDV,34327012,19-10-2022,Amsterdam,32
3522AR,3,2,235787723,BSO,60901934,01-07-2025,Utrecht,33
3522AR,3,2,566957085,KDV,60901934,01-07-2025,Utrecht,56
3522AR,3,2,619739587,BSO,30182723,01-11-2017,Utrecht,38
6987AD,3,1,235914551,KDV,41208044,02-01-2010,Giesbeek,44
6987AD,3,1,536811921,BSO,41208044,01-09-2010,Giesbeek,26
6987AD,3,1,607369437,BSO,41208044,14-05-2024,Giesbeek,14
2565JM,3,1,235930623,KDV,27179025,07-07-2014,'s-Gravenhage,34
2565JM,3,1,313864561,KDV,27179025,27-07-2021,'s-Gravenhage,14
2565JM,3,1,676675141,BSO,27179025,07-07-2014,'s-Gravenhage,140
9791JB,3,1,237212985,VGO,,01-11-2016,Ten Boer,6
9791JB,3,1,294716828,KDV,60938846,26-08-2025,Ten Boer,16
9791JB,3,1,445800082,BSO,60938846,26-08-2025,Ten Boer,20
2235SN,3,1,237460014,BSO,41167702,25-11-2014,Valkenburg,62
2235SN,3,1,845482270,KDV,41167702,22-01-2015,Valkenburg,16
2235SN,3,1,949574259,KDV,41167702,25-11-2014,Valkenburg,46
4811CL,3,1,238517305,KDV,20125402,01-12-2022,Breda,16
4811CL,3,1,267625339,BSO,20125402,03-01-2024,Breda,100
4811CL,3,1,523813958,BSO,20125402,01-01-2005,Breda,38
5467KE,3,2,238657607,BSO,60901934,23-05-2019,Veghel,56
5467KE,3,2,279168354,KDV,17146672,21-07-2016,Veghel,32
5467KE,3,2,727214937,KDV,60901934,23-05-2019,Veghel,46
7431BV,3,2,239712560,KDV,41244092,03-08-2012,Diepenveen,16
7431BV,3,2,561906774,BSO,34162208,08-10-2024,Diepenveen,20
7431BV,3,2,934553919,BSO,34162208,01-01-2010,Diepenveen,64
5215CL,3,2,240048349,BSO,17214247,01-01-2023,'s-Hertogenbosch,44
5215CL,3,2,363376227,KDV,17214247,01-01-2023,'s-Hertogenbosch,16
5215CL,3,2,387759979,KDV,51389169,19-09-2024,'s-Hertogenbosch,32
1086ZJ,3,2,241958180,BSO,68155042,22-06-2017,Amsterdam,44
1086ZJ,3,2,305898851,KDV,68155042,22-06-2017,Amsterdam,48
1086ZJ,3,2,990085570,BSO,34192329,01-01-2010,Amsterdam,59
9408MB,3,2,241985316,KDV,64509907,20-11-2017,Assen,32
9408MB,3,2,348634390,BSO,64509907,20-11-2017,Assen,100
9408MB,3,2,817971051,KDV,41019485,01-01-2010,Assen,64
4363NE,3,1,242587343,BSO,22046874,06-01-2025,Aagtekerke,14
4363NE,3,1,249128640,KDV,22046874,01-08-2017,Aagtekerke,16
4363NE,3,1,675649067,VGO,,19-05-2022,Aagtekerke,6
9285TT,3,2,244539261,BSO,59039426,01-01-2018,Buitenpost,42
9285TT,3,2,247754845,KDV,59039426,01-01-2018,Buitenpost,56
9285TT,3,2,321609657,GOB,01120927,01-01-2010,Buitenpost,
8281KN,3,1,245189518,VGO,,10-07-2025,Genemuiden,6
8281KN,3,1,279669811,KDV,22049355,17-08-2020,Genemuiden,16
8281KN,3,1,768257451,BSO,22049355,01-01-2025,Genemuiden,16
3371JG,3,1,248454961,KDV,87456214,21-08-2023,Hardinxveld-Giessendam,14
3371JG,3,1,512913274,BSO,87456214,21-08-2023,Hardinxveld-Giessendam,33
3371JG,3,1,653232974,VGO,,23-07-2019,Hardinxveld-Giessendam,6
3136JN,3,2,250837043,KDV,76724468,28-08-2017,Vlaardingen,24
3136JN,3,2,469396210,KDV,41141268,15-10-2015,Vlaardingen,32
3136JN,3,2,657483783,BSO,41141268,25-09-2009,Vlaardingen,41
8096AR,3,1,252184439,KDV,41035874,22-07-2024,Oldebroek,16
8096AR,3,1,283629460,BSO,41035874,22-07-2024,Oldebroek,22
8096AR,3,1,337739663,KDV,41035874,22-07-2024,Oldebroek,12
8715HW,3,1,252370235,BSO,41003320,04-09-2023,Stavoren,16
8715HW,3,1,332159383,KDV,41003320,06-12-2016,Stavoren,16
8715HW,3,1,927653886,VGO,,30-09-2025,Stavoren,6
1361BS,3,1,253973375,KDV,65893751,30-09-2021,Almere,125
1361BS,3,1,330467049,BSO,65893751,30-09-2021,Almere,35
1361BS,3,1,763469336,BSO,65893751,20-01-2025,Almere,50
3123CC,3,1,254775998,VGO,,17-05-2021,Schiedam,6
3123CC,3,1,322762443,KDV,24371600,01-01-2017,Schiedam,16
3123CC,3,1,501810973,BSO,24371600,07-12-2006,Schiedam,63
7991PE,3,1,255058640,KDV,92150551,04-10-2024,Dwingeloo,20
7991PE,3,1,301232003,BSO,92150551,04-10-2024,Dwingeloo,8
7991PE,3,1,489212001,VGO,,01-09-2010,Dwingeloo,6
9321CL,3,1,256313167,KDV,01130599,01-03-2024,Peize,16
9321CL,3,1,269037263,BSO,01130599,01-01-2010,Peize,50
9321CL,3,1,920463587,BSO,01130599,30-10-2017,Peize,60
1335JM,3,1,256318839,BSO,97834750,30-08-2017,Almere,24
1335JM,3,1,532319886,KDV,97834750,14-12-2021,Almere,12
1335JM,3,1,672159867,KDV,97834750,01-09-2017,Almere,21
6237NP,3,1,256954768,KDV,14066305,05-12-2016,Moorveld,14
6237NP,3,1,502980783,KDV,14066305,05-06-2019,Moorveld,16
6237NP,3,1,696641203,BSO,14066305,15-04-2010,Moorveld,22
1902GT,3,2,257110665,BSO,30278497,11-12-2024,Castricum,88
1902GT,3,2,305524161,KDV,30278497,11-12-2024,Castricum,72
1902GT,3,2,329662454,BSO,95901086,29-04-2025,Castricum,39
5643RS,3,1,257477950,BSO,17125104,01-01-2010,Eindhoven,41
5643RS,3,1,300628560,KDV,17125104,01-01-2010,Eindhoven,90
5643RS,3,1,832744864,BSO,17125104,01-01-2010,Eindhoven,43
2065AL,3,1,258375310,BSO,54752787,23-02-2016,Haarlemmerliede,20
2065AL,3,1,276375919,KDV,54752787,01-07-2020,Haarlemmerliede,9
2065AL,3,1,317344924,KDV,54752787,01-11-2017,Haarlemmerliede,26
1448XW,3,2,261133366,KDV,41234077,14-10-2024,Purmerend,14
1448XW,3,2,718735444,BSO,41235528,14-10-2024,Purmerend,44
1448XW,3,2,927342212,KDV,41235528,01-04-2025,Purmerend,30
3132EM,3,1,261400757,KDV,24416445,29-08-2011,Vlaardingen,57
3132EM,3,1,567494780,KDV,24416445,15-10-2015,Vlaardingen,32
3132EM,3,1,819445010,BSO,24416445,29-08-2011,Vlaardingen,90
1506WW,3,2,262053706,BSO,34164779,10-01-2022,Zaandam,108
1506WW,3,2,385352797,KDV,34164779,10-01-2022,Zaandam,32
1506WW,3,2,417575889,BSO,34327012,10-01-2022,Zaandam,44
1182HH,3,1,262880556,KDV,58258574,01-12-2018,Amstelveen,32
1182HH,3,1,296809500,BSO,58258574,09-04-2024,Amstelveen,19
1182HH,3,1,674144764,BSO,58258574,01-12-2018,Amstelveen,89
8822VD,3,1,264074439,VGO,,13-01-2021,Arum,6
8822VD,3,1,278617372,BSO,65971213,01-09-2023,Arum,22
8822VD,3,1,548060484,KDV,65971213,01-09-2023,Arum,16
3905VZ,3,2,266834036,BSO,71127097,20-03-2017,Veenendaal,43
3905VZ,3,2,335352340,KDV,71127097,20-03-2017,Veenendaal,46
3905VZ,3,2,635076135,BSO,30178179,01-08-2018,Veenendaal,54
5066AN,3,1,269715411,KDV,41208044,02-06-2017,Moergestel,32
5066AN,3,1,657032165,KDV,41208044,13-05-2013,Moergestel,56
5066AN,3,1,886506669,BSO,41208044,13-05-2013,Moergestel,92
5721LZ,3,2,270550598,KDV,17125480,11-05-2023,Asten,50
5721LZ,3,2,644376545,BSO,69240426,01-09-2016,Asten,60
5721LZ,3,2,736339930,BSO,17125480,11-05-2023,Asten,40
9244BB,3,1,272987852,BSO,01106502,28-08-2022,Beetsterzwaag,44
9244BB,3,1,325464935,BSO,01106502,15-09-2010,Beetsterzwaag,46
9244BB,3,1,467356166,KDV,01106502,15-09-2010,Beetsterzwaag,60
7606EP,3,1,273925015,BSO,86466062,03-09-2018,Almelo,34
7606EP,3,1,293055609,KDV,86466062,01-01-2019,Almelo,26
7606EP,3,1,784625256,VGO,,03-08-2015,Almelo,6
3328TG,3,2,275576474,KDV,34162208,01-05-2013,Dordrecht,16
3328TG,3,2,357701240,KDV,41135920,01-01-2012,Dordrecht,32
3328TG,3,2,479049622,BSO,41135920,01-03-2009,Dordrecht,66
7475TT,3,1,276295286,VGO,,25-11-2020,Markelo,6
7475TT,3,1,303737827,KDV,57632847,06-05-2021,Markelo,48
7475TT,3,1,623502136,BSO,57632847,06-05-2021,Markelo,22
3297AP,3,2,282389829,BSO,22049355,06-03-2022,Puttershoek,24
3297AP,3,2,309513996,KDV,41120778,01-01-2017,Puttershoek,32
3297AP,3,2,391800711,KDV,22049355,11-05-2020,Puttershoek,16
3844HZ,3,2,284828166,BSO,34162208,06-08-2019,Harderwijk,88
3844HZ,3,2,893666646,KDV,34162208,28-01-2020,Harderwijk,14
3844HZ,3,2,968684294,KDV,41035117,29-07-2019,Harderwijk,16
8531KM,3,1,285988657,BSO,41003320,01-01-2023,Lemmer,20
8531KM,3,1,562086687,VGO,,09-05-2019,Lemmer,6
8531KM,3,1,860468562,KDV,41003320,01-01-2023,Lemmer,15
4873DA,3,3,286054978,BSO,69240426,19-08-2024,Etten-Leur,39
4873DA,3,3,315269789,BSO,78066050,28-08-2023,Etten-Leur,22
4873DA,3,3,859564058,BSO,60901934,01-01-2026,Etten-Leur,40
3818WB,3,2,286247203,BSO,92297056,21-09-2020,Amersfoort,92
