budget_name,regeling,instrument,year,amount_k,baseline_k,deviation_pct,deviation_direction,n_years
"Onderwijs, Cultuur en Wetenschap",Subsidieregeling praktijkleren,Subsidies (regelingen),2024,548166,382372,43.4,over,8
Infrastructuur en Waterstaat,Tijdelijke subsidieregeling drinkwater BES en rioolwaterzuiveringsinstallatie Bonaire 2018-2022,Subsidies (regelingen),2020,8117,5667,43.2,over,4
Economische Zaken en Klimaat,Topsector Energie,Subsidies (regelingen),2020,80595,56273,43.2,over,7
"Onderwijs, Cultuur en Wetenschap",Begeleidingsgesprekken jeugdwerkloosheid,Bekostiging,2024,10449,18341,-43.0,under,4
"Onderwijs, Cultuur en Wetenschap",Dotatie/onttrekking Algemene Mediareserve,Bekostiging,2024,31797,55446,-42.7,under,8
Defensie,Subsidies,Subsidies (regelingen),2023,58830,41212,42.7,over,5
Binnenlandse Zaken en Koninkrijksrelaties,Diverse bijdragen,Bijdrage aan ZBOs en RWTs,2021,7580,13203,-42.6,under,7
Infrastructuur en Waterstaat,Subsidieregeling waterveiligheid en waterzekerheid stedelijke delta's,Subsidies (regelingen),2020,1890,3280,-42.4,under,5
"Landbouw, Natuur en Voedselkwaliteit",Marktintroductie Energie Innovatie,Subsidies (regelingen),2022,2765,4794,-42.3,under,6
Economische Zaken en Klimaat,Thematisch Technology Transfer,Leningen,2024,6407,4504,42.2,over,5
Binnenlandse Zaken en Koninkrijksrelaties,Bouwregelgeving en bouwkwaliteit,Subsidies (regelingen),2021,5747,9945,-42.2,under,5
Economische Zaken en Klimaat,Economische ontwikkeling en technologie,Bijdrage aan (inter-)nationale organisaties,2022,6237,4390,42.1,over,5
Binnenlandse Zaken en Koninkrijksrelaties,Bestuur en regio,Subsidies (regelingen),2022,2919,2056,42.0,over,5
"Onderwijs, Cultuur en Wetenschap",Dienst Uitvoering Onderwijs (DUO),Bijdrage aan agentschappen,2021,300041,211406,41.9,over,7
"Onderwijs, Cultuur en Wetenschap",Flexibel ho volwasse,Bekostiging,2020,5046,8686,-41.9,under,4
"Onderwijs, Cultuur en Wetenschap",Vluchteling Studenten UAF,Subsidies (regelingen),2024,1834,3142,-41.6,under,4
Economische Zaken en Klimaat,Co-FIN ERA-NET Energiecall,Subsidies (regelingen),2024,1380,2361,-41.6,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Overlegstelsel,Subsidies (regelingen),2022,1172,2001,-41.4,under,5
"Onderwijs, Cultuur en Wetenschap",Caribisch Nederland,Bijdrage aan medeoverheden,2021,7795,5511,41.4,over,8
Binnenlandse Zaken en Koninkrijksrelaties,Overlegstelsel,Subsidies (regelingen),2023,2198,1556,41.2,over,5
"Onderwijs, Cultuur en Wetenschap",Loopbaanorientatie,Subsidies (regelingen),2024,34082,24165,41.0,over,6
"Onderwijs, Cultuur en Wetenschap",Leven lang leren krediet NR,Leningen,2024,17840,30207,-40.9,under,4
Gemeentefonds,Algemene uitkering,Bijdrage aan medeoverheden,2020,26817035,19055720,40.7,over,8
Economische Zaken en Klimaat,Vroegefasefinanciering,Leningen,2024,7317,12257,-40.3,under,6
Buitenlandse Zaken,Programma Ondersteuning Buitenlands Beleid,Bijdrage aan (inter-)nationale organisaties,2023,2298,3842,-40.2,under,4
"Onderwijs, Cultuur en Wetenschap",Collegegeldkrediet (NR),Leningen,2024,150753,250347,-39.8,under,8
"Onderwijs, Cultuur en Wetenschap",Stimuleringsfonds voor de Journalistiek,Bekostiging,2019,2273,3778,-39.8,under,8
"Onderwijs, Cultuur en Wetenschap",Bijdrage aan (inter)nationale organisaties,Bijdrage aan (inter-)nationale organisaties,2020,1744,2894,-39.7,under,7
Binnenlandse Zaken en Koninkrijksrelaties,KvK,Bijdrage aan ZBOs en RWTs,2021,4175,6896,-39.5,under,6
Economische Zaken en Klimaat,European Space Agency,Bijdrage aan (inter-)nationale organisaties,2022,76646,54977,39.4,over,6
"Onderwijs, Cultuur en Wetenschap",Open en online onderwijs,Subsidies (regelingen),2019,1844,1332,38.5,over,8
Binnenlandse Zaken en Koninkrijksrelaties,Geo-informatie,Bijdrage aan ZBOs en RWTs,2021,5145,3718,38.4,over,6
"Onderwijs, Cultuur en Wetenschap",Tegemoetkoming kosten opleidingsscholen,Bekostiging,2020,7250,11723,-38.2,under,7
Binnenlandse Zaken en Koninkrijksrelaties,Logius,Bijdrage aan agentschappen,2020,50735,81950,-38.1,under,7
"Onderwijs, Cultuur en Wetenschap",Pilots zomerscholen,Subsidies (regelingen),2021,4705,7590,-38.0,under,5
"Onderwijs, Cultuur en Wetenschap",Stichting Vervangingsfonds en Participatiefonds,Bijdrage aan ZBOs en RWTs,2021,13672,21902,-37.6,under,8
"Onderwijs, Cultuur en Wetenschap",Stichting Vervangingsfonds en Participatiefonds,Bijdrage aan ZBOs en RWTs,2019,16226,25958,-37.5,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Geo-informatie,Bijdrage aan ZBOs en RWTs,2020,4545,3305,37.5,over,6
"Onderwijs, Cultuur en Wetenschap",EMBC,Bijdrage aan (inter-)nationale organisaties,2024,1064,1685,-36.9,under,8
Binnenlandse Zaken en Koninkrijksrelaties,RDW,Bijdrage aan ZBOs en RWTs,2019,966,1529,-36.8,under,7
"Onderwijs, Cultuur en Wetenschap",Pilots zomerscholen,Subsidies (regelingen),2023,6470,4743,36.4,over,5
"Onderwijs, Cultuur en Wetenschap",Overig bekostiging Primair Onderwijs,Bekostiging,2022,24710,18160,36.1,over,7
Economische Zaken en Klimaat,SEED Business Angels,Leningen,2022,1377,1012,36.0,over,6
Justitie en Veiligheid,REAN-regeling,Subsidies (regelingen),2022,4931,3669,34.4,over,6
Buitenlandse Zaken,Mensenrechten multilateraal,Bijdrage aan (inter-)nationale organisaties,2024,9674,14725,-34.3,under,4
Binnenlandse Zaken en Koninkrijksrelaties,Politieke partijen,Subsidies (regelingen),2021,27647,20614,34.1,over,5
Infrastructuur en Waterstaat,Subsidieregeling versterking omgevingsveiligheid BRZO-sector,Subsidies (regelingen),2022,1157,1751,-33.9,under,5
"Onderwijs, Cultuur en Wetenschap",Gender- en LHTBI Gelijkheid,Bekostiging,2020,8449,6317,33.8,over,8
Infrastructuur en Waterstaat,Incidenteel,Subsidies (regelingen),2023,146900,221139,-33.6,under,6
"Onderwijs, Cultuur en Wetenschap",Internationalisering Onderwijs,Subsidies (regelingen),2024,1759,1317,33.6,over,5
Buitenlandse Zaken,VN-contributie voor crisisbeheersingsoperaties,Bijdrage aan (inter-)nationale organisaties,2024,67018,100436,-33.3,under,8
"Onderwijs, Cultuur en Wetenschap",KB,Bekostiging,2023,121728,91464,33.1,over,8
Economische Zaken en Klimaat,Innovatiekrediet,Leningen,2024,40828,60913,-33.0,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Geonovum,Bijdrage aan ZBOs en RWTs,2021,5126,3867,32.6,over,6
Buitenlandse Zaken,OVSE,Bijdrage aan (inter-)nationale organisaties,2024,5426,8035,-32.5,under,8
"Onderwijs, Cultuur en Wetenschap",Stimuleringsfonds voor de Journalistiek,Bekostiging,2020,2220,3276,-32.2,under,8
Economische Zaken en Klimaat,Digital Trust Centre,Subsidies (regelingen),2024,744,1097,-32.2,under,6
"Onderwijs, Cultuur en Wetenschap",ESO,Bijdrage aan (inter-)nationale organisaties,2024,10860,15975,-32.0,under,8
"Onderwijs, Cultuur en Wetenschap",Aanvullende regeling leerlingendaling,Bekostiging,2022,4496,3408,31.9,over,5
"Onderwijs, Cultuur en Wetenschap",Monumentenzorg,Bekostiging,2020,213403,161894,31.8,over,7
Infrastructuur en Waterstaat,Subsidieregeling Demonstratie Klimaattechnologieën en – innovaties in transport,Subsidies (regelingen),2021,19800,15108,31.1,over,6
"Onderwijs, Cultuur en Wetenschap",Verbreden inzet cultuur,Subsidies (regelingen),2024,15492,22481,-31.1,under,6
"Onderwijs, Cultuur en Wetenschap",Actieplan Laaggeletterdheid/Tel mee met taal,Subsidies (regelingen),2024,14040,20243,-30.6,under,6
"Onderwijs, Cultuur en Wetenschap",NWO: Praktijkgericht onderzoek hbo,Bijdrage aan ZBOs en RWTs,2020,60515,46367,30.5,over,5
"Onderwijs, Cultuur en Wetenschap",NWO NWA,Bekostiging,2021,142403,109427,30.1,over,7
"Onderwijs, Cultuur en Wetenschap",Bijdrage aan (inter)nationale organisaties,Bijdrage aan (inter-)nationale organisaties,2021,1757,2511,-30.0,under,7
Justitie en Veiligheid,Halt,Bijdrage aan ZBOs en RWTs,2022,10820,8322,30.0,over,6
"Onderwijs, Cultuur en Wetenschap",Stichting Vervangingsfonds en Participatiefonds,Bijdrage aan ZBOs en RWTs,2020,15976,22714,-29.7,under,8
Sociale Zaken en Werkgelegenheid,DUO,Leningen,2019,127139,180579,-29.6,under,7
Economische Zaken en Klimaat,Regeling seed capital technostarters,Leningen,2021,33974,26240,29.5,over,6
"Onderwijs, Cultuur en Wetenschap",NWO NRO,Bekostiging,2021,41700,32202,29.5,over,8
"Onderwijs, Cultuur en Wetenschap",EMBC,Bijdrage aan (inter-)nationale organisaties,2021,1333,1029,29.5,over,8
"Onderwijs, Cultuur en Wetenschap",Stichting Vervangingsfonds en Participatiefonds,Bijdrage aan ZBOs en RWTs,2022,10799,15291,-29.4,under,8
"Onderwijs, Cultuur en Wetenschap",Aanvullende regeling leerlingendaling,Bekostiging,2024,4253,6014,-29.3,under,5
Economische Zaken en Klimaat,IP en Valorisatie Oncode,Leningen,2024,3100,2400,29.2,over,5
Economische Zaken en Klimaat,Regeling seed capital technostarters,Leningen,2024,35560,50211,-29.2,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Diverse bijdragen,Bijdrage aan ZBOs en RWTs,2022,8374,11803,-29.1,under,7
"Onderwijs, Cultuur en Wetenschap",Vierjaarlijkse fondsen,Bekostiging,2024,287041,405066,-29.1,under,8
Binnenlandse Zaken en Koninkrijksrelaties,ProDemos,Subsidies (regelingen),2022,8979,6967,28.9,over,5
Binnenlandse Zaken en Koninkrijksrelaties,Aan de Slag,Bijdrage aan agentschappen,2023,49518,38447,28.8,over,6
"Onderwijs, Cultuur en Wetenschap",NWO NRO,Bekostiging,2024,40739,57101,-28.7,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Weerbaar bestuur,Subsidies (regelingen),2022,1359,1056,28.7,over,5
Buitenlandse Zaken,Matra 2017-2020,Subsidies (regelingen),2019,1471,1144,28.6,over,7
"Onderwijs, Cultuur en Wetenschap",Nationale coördinatie,Subsidies (regelingen),2023,1924,1496,28.6,over,6
"Onderwijs, Cultuur en Wetenschap",Stichting Vervangingsfonds en Participatiefonds,Bijdrage aan ZBOs en RWTs,2024,11174,15624,-28.5,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Woningbouwimpuls,Bijdrage aan medeoverheden,2023,211318,295726,-28.5,under,4
Buitenlandse Zaken,Mensenrechtenfonds 2017- 2020,Subsidies (regelingen),2019,4134,3220,28.4,over,7
"Landbouw, Natuur en Voedselkwaliteit",Raad voor de Plantenrassen,Bijdrage aan ZBOs en RWTs,2023,1580,1232,28.2,over,4
Economische Zaken en Klimaat,Groeifaciliteit,Garanties,2022,3092,2417,27.9,over,6
"Onderwijs, Cultuur en Wetenschap",Rijksdienst voor Ondernemend Nederland-apparaat,Bijdrage aan agentschappen,2024,1081,1496,-27.8,under,8
"Onderwijs, Cultuur en Wetenschap",Regionaal Investeringsfonds,Bekostiging,2024,20374,28190,-27.7,under,8
Economische Zaken en Klimaat,Innovatieregeling Demonstratieprojecten,Subsidies (regelingen),2024,45634,63064,-27.6,under,6
Economische Zaken en Klimaat,Regeling seed capital technostarters,Leningen,2022,36666,28818,27.2,over,6
Binnenlandse Zaken en Koninkrijksrelaties,ProDemos,Subsidies (regelingen),2021,8125,6388,27.2,over,5
Economische Zaken en Klimaat,Bijdrage aan TNO,Bijdrage aan ZBOs en RWTs,2024,301401,236866,27.2,over,6
"Onderwijs, Cultuur en Wetenschap",Specifiek cultuurbeleid,Subsidies (regelingen),2023,135164,185533,-27.1,under,8
"Onderwijs, Cultuur en Wetenschap",Investeringsbudget,Bekostiging,2021,247216,339146,-27.1,under,8
Buitenlandse Zaken,Contra-terrorisme,Bijdrage aan (inter-)nationale organisaties,2024,2733,3742,-27.0,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Energiebesparing Koopsector,Subsidies (regelingen),2023,23630,32361,-27.0,under,6
"Onderwijs, Cultuur en Wetenschap",Onderwijsdeel hbo,Bekostiging,2022,4284827,3373631,27.0,over,8
Economische Zaken en Klimaat,Topsector Energie,Subsidies (regelingen),2024,48736,66711,-26.9,under,7
Economische Zaken en Klimaat,Programmatische Samenwerkingsverbanden,Subsidies (regelingen),2024,365515,288140,26.9,over,6
"Onderwijs, Cultuur en Wetenschap",Monumentenzorg,Bekostiging,2024,151404,206237,-26.6,under,7
"Onderwijs, Cultuur en Wetenschap",NWO Grootschalige researchinfrastructuur,Bekostiging,2020,55380,75381,-26.5,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Eenvoudig Beter,Subsidies (regelingen),2020,2713,3684,-26.3,under,6
Infrastructuur en Waterstaat,Besluit financiële bepalingen bodemsanering: Bedrijvenregeling bodemsanering,Subsidies (regelingen),2020,1181,1597,-26.0,under,6
"Landbouw, Natuur en Voedselkwaliteit",Ongedekte Vaste Kosten regeling COVID-19,Subsidies (regelingen),2023,35138,47459,-26.0,under,4
Binnenlandse Zaken en Koninkrijksrelaties,SAH,Subsidies (regelingen),2023,18644,25118,-25.8,under,4
"Onderwijs, Cultuur en Wetenschap",UWV,Bijdrage aan ZBOs en RWTs,2024,2523,3390,-25.6,under,8
"Onderwijs, Cultuur en Wetenschap",Nieuwe leerweg,Subsidies (regelingen),2024,12180,9696,25.6,over,5
"Onderwijs, Cultuur en Wetenschap",NWO: Promotiebeurs voor leraren,Bijdrage aan ZBOs en RWTs,2020,10144,8084,25.5,over,8
"Onderwijs, Cultuur en Wetenschap",Creatieve Industrie,Subsidies (regelingen),2019,2397,1910,25.5,over,8
"Onderwijs, Cultuur en Wetenschap",NWO Grootschalige researchinfrastructuur,Bekostiging,2024,55380,74249,-25.4,under,8
"Onderwijs, Cultuur en Wetenschap",Poolonderzoek,Bekostiging,2024,3147,4219,-25.4,under,8
"Onderwijs, Cultuur en Wetenschap",NWO Talentenontwikkeling,Bekostiging,2024,165885,222405,-25.4,under,8
Economische Zaken en Klimaat,Topsector Energie,Subsidies (regelingen),2022,69034,55072,25.4,over,7
"Onderwijs, Cultuur en Wetenschap",Nederlandse Taalunie,Bijdrage aan (inter-)nationale organisaties,2022,7125,5692,25.2,over,8
Buitenlandse Zaken,Mensenrechtenfonds,Bijdrage aan (inter-)nationale organisaties,2024,37905,50602,-25.1,under,4
Binnenlandse Zaken en Koninkrijksrelaties,Dienst van de Huurcommissie,Bijdrage aan agentschappen,2021,11657,9323,25.0,over,4
