kvk_number,company_name,registration_date,insolvency_date,days_to_insolvency,sbi_codes,postcode,address,city,insolventienummer
54446597,Outdoors Holten Exploitatie B.V.,2025-09-06,2025-09-09,3,"55101,55201,93299",7571ED,Marktstraat 1,Oldenzaal,F.08/25/233
54536499,DRIS Horeca Beheer B.V.,2025-09-06,2025-09-09,3,64210,7571ED,Marktstraat 1,Oldenzaal,F.08/25/234
64136825,Zonnegilde Holding B.V.,2025-09-06,2025-09-09,3,"64210,70102,70202",8263BL,Betonstraat 9,Kampen,F.08/25/229
67691293,Kemari Digital B.V.,2025-09-06,2025-09-09,3,"59111,63100,73110",7523MD,Moutlaan 38,Enschede,F.08/25/231
63123738,Zonnegilde Facility B.V.,2025-09-06,2025-09-09,3,43222,8263BL,Betonstraat 9,Kampen,F.08/25/228
54446090,Bikink Holding B.V.,2025-09-06,2025-09-09,3,64210,7571ED,Marktstraat 1,Oldenzaal,F.08/25/235
56334168,Zonnegilde B.V.,2025-09-06,2025-09-09,3,"35121,35122,46842",8263BL,Betonstraat 9,Kampen,F.08/25/227
69277567,Zonnegilde Montage B.V.,2025-09-06,2025-09-09,3,43211,8263BL,Betonstraat 9,Kampen,F.08/25/226
60554681,Lokale Zon PV-Distributie B.V.,2025-09-06,2025-09-09,3,46644,8263BL,Betonstraat 9,Kampen,F.08/25/230
86886029,Schone Energie Groep B.V.,2025-09-06,2025-09-09,3,"64210,70202",8263BL,Betonstraat 9,Kampen,F.13/25/371
85007773,Grillhelden H'waard B.V.,2025-09-06,2025-09-09,3,"10850,47221,56210",1507BA,Aris van Broekweg 15,Zaandam,S.15/25/5
89323300,Smokey Meat B.V.,2025-09-06,2025-09-10,4,56111,3233AR,Kerkplein 22,Oostvoorne,F.10/25/336
77902335,Vava Plaza B.V.,2025-09-06,2025-09-10,4,"56111,64210",4003AZ,Laan van Westroijen 10,Tiel,F.10/25/337
81618719,BLD B.V.,2025-09-06,2025-09-10,4,"41000,71120",5021LL,Groenstraat 139,Tilburg,F.02/25/261
93197772,Piet de Leeuw Monnickendam B.V.,2025-09-06,2025-09-10,4,55101,1141AT,Haringburgwal 3,Monnickendam,F.15/25/224
66773415,Ritos,2025-09-06,2025-09-10,4,56111,3512TA,Potterstraat 8,Utrecht,F.16/25/439
94264953,A.C.M. van Lieshout,2025-09-06,2025-09-10,4,56300,5038WL,Piusplein 2,Tilburg,F.02/25/259
85176435,SULTA Staffing Netherlands B.V.,2025-09-06,2025-09-10,4,"78100,78201",5101BB,Kerkstraat 41,Dongen,F.02/25/262
74300431,Costa B.V.,2025-09-06,2025-09-10,4,56111,1781AS,Willemsoord 51,Den Helder,F.15/25/223
88233251,El Baba Kirolos,2025-09-06,2025-09-10,4,56111,1561AL,Zuiderhoofdstraat 6,Krommenie,F.15/25/234
85522333,Smart CJM B.V.,2025-09-06,2025-09-10,4,62100,2408AV,Flemingweg 8,Alphen aan den Rijn,F.09/25/316
77913817,Vava Binnenrotte B.V.,2025-09-06,2025-09-10,4,"56111,64210",3011HC,Binnenrotte 142,Rotterdam,F.10/25/338
66308569,Electrobot Holding B.V.,2025-09-06,2025-09-10,4,70102,2153PA,Drachmeweg 9,Nieuw-Vennep,F.15/25/225
67363601,Fundraising and Strategy International B.V.,2025-09-06,2025-09-10,4,"73300,82990",1216CE,Gijsbrecht van Amstelstraat 486,Hilversum,F.13/25/372
65100786,Comfort Kunststof Kozijnen,2025-09-06,2025-09-10,4,47526,2809PA,James Wattstraat 15,Gouda,F.09/25/305
08042960,E.C.S.-van Vught B.V.,2025-09-06,2025-09-10,4,28290,6971LE,L.R. Beijnenlaan 6,Brummen,F.05/25/334
60077670,CoFaNed B.V.,2025-09-06,2025-09-10,4,22250,9541BW,Irenestraat 20,Vlagtwedde,F.18/25/264
74772635,Eindeloos B.V.,2025-09-06,2025-09-10,4,56111,8302CW,Beursstraat 5,Emmeloord,F.16/25/441
61155748,African Clean Energy B.V.,2025-09-06,2025-09-10,4,"46431,47541,62100",1013AP,Danzigerkade 15,Amsterdam,F.13/25/375
81387482,BOX Solar B.V.,2025-09-06,2025-09-10,4,"35150,43211,71120",3741LS,Baarnsche dijk 12,Baarn,F.16/25/446
75808447,AdHoc Zorgdiensten,2025-09-06,2025-09-10,4,"43410,46838,53201",8224DM,Baai 40,Lelystad,F.16/25/447
95008349,Kinderen van September B.V.,2025-09-06,2025-09-10,4,88910,8912BA,Kelvinstraat 8,Leeuwarden,F.18/25/265
80823017,Velocity Limburg B.V.,2025-09-06,2025-09-10,4,"62100,74990,77210",6422RL,Bohr 10,Heerlen,F.03/25/232
94920648,Ecotec Energy B.V.,2025-09-06,2025-09-10,4,"46500,47789",3404LD,Edisonweg 50,IJsselstein,F.16/25/444
69279551,Infinity College B.V.,2025-09-06,2025-09-10,4,85599,8218NJ,Pascallaan 71,Lelystad,F.16/25/443
73012300,Heinink Holding B.V.,2025-09-06,2025-09-10,4,70102,8302ZB,Jeanne d'Arclaan 41,Emmeloord,F.16/25/442
66286638,T.E. Smit Beheer B.V.,2025-09-06,2025-09-10,4,64210,2153PA,Drachmeweg 9,Nieuw-Vennep,F.15/25/226
81966229,Unitdirekt B.V.,2025-09-06,2025-09-10,4,64210,3752LV,Edisonweg 26,Bunschoten-Spakenburg,F.16/25/438
82546169,LW Collection B.V.,2025-09-06,2025-09-10,4,47553,3088EC,Van Maasdijkweg 15,Rotterdam,F.09/25/315
77902432,Vava Buitenhof B.V.,2025-09-06,2025-09-10,4,"56111,64210",2513AH,Buitenhof 51,'s-Gravenhage,F.09/25/309
85249947,House of Bouw Group B.V.,2025-09-06,2025-09-10,4,64210,1511AK,De Heul 14,Oostzaan,F.15/25/231
12066337,Modere B.V.,2025-09-06,2025-09-10,4,46461,4818CL,Verlengde Poolseweg 16,Breda,F.03/25/231
78638364,HM Zuid-Holland B.V.,2025-09-06,2025-09-10,4,01132,3071LL,Van der Takstraat 8,Rotterdam,F.09/25/317
85257281,House of Bouw B.V.,2025-09-06,2025-09-10,4,41000,1019DE,Veemarkt 150,Amsterdam,F.15/25/230
77902785,Vava Hoog Catharijne B.V.,2025-09-06,2025-09-10,4,"56111,64210",4003AZ,Laan van Westroijen 10,Tiel,F.16/25/437
77902394,Vava Leidsenhage B.V.,2025-09-06,2025-09-10,4,56111,4003AZ,Laan van Westroijen 10,Tiel,F.09/25/308
86563262,Sterk in sprinklers B.V.,2025-09-06,2025-09-10,4,43221,2984AN,Tinstraat 3,Ridderkerk,F.02/25/264
56169981,Sfeer voor jou B.V.,2025-09-06,2025-09-10,4,46190,3971JG,Dennenlaan 3,Driebergen-Rijsenburg,F.02/25/265
77902165,Vava Piusplein B.V.,2025-09-06,2025-09-10,4,"56111,64210",4003AZ,Laan van Westroijen 10,Tiel,F.02/25/263
32112799,Coro Reizen B.V.,2025-09-06,2025-09-10,4,79120,7324AE,Boogschutterstraat 1,Apeldoorn,F.16/25/445
91557399,Jodha B.V.,2025-09-06,2025-09-10,4,56112,1060RS,Pond Sterlinglaan 21,Amsterdam,F.15/25/233
62361112,Speed Demon Holland B.V.,2025-09-06,2025-09-10,4,"47810,95311",7951ZB,Houtdraaier 15,Staphorst,F.13/25/373
84213825,Saadet Logistics,2025-09-06,2025-09-10,4,49410,2548VG,Moskousingel 29,'s-Gravenhage,F.09/25/311
76904318,Supermarkt Smaczek B.V.,2025-09-06,2025-09-10,4,"46160,46311,52310",2541TZ,Denekampstraat 64,'s-Gravenhage,F.09/25/313
82038074,Big Ass Battery B.V.,2025-09-06,2025-09-10,4,71120,5705BX,Lage Dijk 13,Helmond,F.01/25/241
82036349,Big Ass Battery Holding B.V.,2025-09-06,2025-09-10,4,"64210,71120",5705BX,Lage Dijk 13,Helmond,F.01/25/240
92785026,Big Ass Battery Rental Management B.V.,2025-09-06,2025-09-10,4,70102,5705BX,Lage Dijk 13,Helmond,F.01/25/246
85682500,Big Ass Battery Rentals B.V.,2025-09-06,2025-09-10,4,71120,5705BX,Lage Dijk 13,Helmond,F.01/25/244
85774588,Big Ass Battery Services B.V.,2025-09-06,2025-09-10,4,33140,5705BX,Lage Dijk 13,Helmond,F.01/25/243
91189632,Big Ass Battery Rentals I B.V.,2025-09-06,2025-09-10,4,71120,5705BX,Lage Dijk 13,Helmond,F.01/25/245
85690929,Big Ass Battery Equipment B.V.,2025-09-06,2025-09-10,4,77330,5705BX,Lage Dijk 13,Helmond,F.01/25/242
68798601,AGW Transport B.V.,2025-09-06,2025-09-10,4,"46831,49410,77120",5581VB,Heikantstraat 16,Waalre,F.01/25/239
78162610,Choukri Dutch Homemade B.V.,2025-09-06,2025-09-10,4,"56112,70102",1165PA,SugarCity Plaza 51,Halfweg,F.05/25/333
87523566,Orthodontie Venlo,2025-09-06,2025-09-10,4,86230,5913XD,Hertog Reinoudsingel 199,Venlo,F.03/25/230
77902785,Vava Hoog Catharijne B.V.,2025-09-06,2025-09-11,5,"56111,64210",4003AZ,Laan van Westroijen 10,Tiel,F.10/25/347
84080698,Uw Specialist B.V.,2025-09-06,2025-09-11,5,"46499,47120,47690",7451PT,Fabrieksweg 18,Holten,F.08/25/236
77902165,Vava Piusplein B.V.,2025-09-06,2025-09-11,5,"56111,64210",4003AZ,Laan van Westroijen 10,Tiel,F.10/25/348
82546169,LW Collection B.V.,2025-09-06,2025-09-11,5,47553,3088EC,Van Maasdijkweg 15,Rotterdam,F.10/25/341
85249947,House of Bouw Group B.V.,2025-09-06,2025-09-11,5,64210,1511AK,De Heul 14,Oostzaan,F.13/25/377
86563262,Sterk in sprinklers B.V.,2025-09-06,2025-09-11,5,43221,2984AN,Tinstraat 3,Ridderkerk,F.10/25/342
78638364,HM Zuid-Holland B.V.,2025-09-06,2025-09-11,5,01132,3071LL,Van der Takstraat 8,Rotterdam,F.10/25/340
82099839,Onlinetaxfree.com B.V.,2025-09-06,2025-09-11,5,47120,7005BC,Terborgseweg 102,Doetinchem,F.05/25/339
12066337,Modere B.V.,2025-09-06,2025-09-11,5,46461,4818CL,Verlengde Poolseweg 16,Breda,F.02/25/266
77902394,Vava Leidsenhage B.V.,2025-09-06,2025-09-11,5,56111,4003AZ,Laan van Westroijen 10,Tiel,F.10/25/344
56169981,Sfeer voor jou B.V.,2025-09-06,2025-09-11,5,46190,3971JG,Dennenlaan 3,Driebergen-Rijsenburg,F.16/25/449
94793956,Restaurant Roos B.V.,2025-09-06,2025-09-11,5,56111,6828EB,Spijkerlaan 37,Arnhem,F.05/25/340
91557399,Jodha B.V.,2025-09-06,2025-09-11,5,56112,1060RS,Pond Sterlinglaan 21,Amsterdam,F.13/25/376
32112799,Coro Reizen B.V.,2025-09-06,2025-09-11,5,79120,7324AE,Boogschutterstraat 1,Apeldoorn,F.05/25/341
92624286,Uw Game Specialist B.V.,2025-09-06,2025-09-11,5,"46499,46500,47120,47404,47640",7451PT,Fabrieksweg 18,Holten,F.08/25/237
85257281,House of Bouw B.V.,2025-09-06,2025-09-11,5,41000,1019DE,Veemarkt 150,Amsterdam,F.13/25/378
77902432,Vava Buitenhof B.V.,2025-09-06,2025-09-11,5,"56111,64210",2513AH,Buitenhof 51,'s-Gravenhage,F.10/25/345
61241245,Vava Heuvel Galerie B.V.,2025-09-06,2025-09-11,5,55101,5611DK,Heuvel Galerie 198,Eindhoven,F.01/25/247
61936499,Stichting Uw Zorgaanbieder,2025-09-06,2025-09-11,5,"86942,88101",3132CM,dr. Wiardi Beckmansingel 57,Vlaardingen,F.09/25/314
77894960,Vava Holding B.V.,2025-09-06,2025-09-11,5,"55101,64210",4003AZ,Laan van Westroijen 10,Tiel,F.05/25/335
77894960,Vava Holding B.V.,2025-09-06,2025-09-12,6,"55101,64210",4003AZ,Laan van Westroijen 10,Tiel,F.10/25/349
61936499,Stichting Uw Zorgaanbieder,2025-09-06,2025-09-12,6,"86942,88101",3132CM,dr. Wiardi Beckmansingel 57,Vlaardingen,F.10/25/343
77412907,COSMICNODE Holding B.V.,2025-09-06,2025-09-12,6,70102,5656AE,High Tech Campus 27,Eindhoven,F.01/25/248
86349112,Punch Live B.V.,2025-09-06,2025-09-12,6,90391,1017EK,Keizersgracht 520,Amsterdam,F.13/25/374
24274254,Surabaya Connection B.V.,2025-09-06,2025-09-12,6,64210,3132EL,Erasmusplein 57,Vlaardingen,F.10/25/350
62361112,Speed Demon Holland B.V.,2025-09-06,2025-09-12,6,"47810,95311",7951ZB,Houtdraaier 15,Staphorst,F.08/25/239
86886029,Schone Energie Groep B.V.,2025-09-06,2025-09-12,6,"64210,70202",8263BL,Betonstraat 9,Kampen,F.08/25/238
61241245,Vava Heuvel Galerie B.V.,2025-09-06,2025-09-12,6,55101,5611DK,Heuvel Galerie 198,Eindhoven,F.10/25/346
27119364,Tupperware Nederland B.V.,2025-09-06,2025-09-15,9,46499,1081KM,Jachthavenweg 109,Amsterdam,S.13/25/18
82860815,Heijvast B.V.,2025-09-06,2025-09-15,9,41000,3077AN,Stadionweg 23,Rotterdam,S.10/25/9
85329606,Heijvast Groep B.V.,2025-09-06,2025-09-15,9,64210,3077AN,Stadionweg 23,Rotterdam,S.10/25/8
85333735,Heijvast Vastgoedonderhoud B.V.,2025-09-06,2025-09-15,9,"42220,43212,43221,43222,43240,43310,43320,43340,43350,43410,43910,43990",3077AN,Stadionweg 23,Rotterdam,S.10/25/10
73314552,Van Driel Bouwconsultancy B.V.,2025-09-06,2025-09-15,9,41000,3077AN,Stadionweg 23,Rotterdam,S.10/25/11
83425063,SULTA Secure Netherlands B.V.,2025-09-06,2025-09-17,11,"49330,78100,78201,78202,80010",5101BB,Kerkstraat 41,Dongen,F.02/25/269
87672723,SULTA Holding B.V.,2025-09-06,2025-09-17,11,64210,5101BB,Kerkstraat 41,Dongen,F.02/25/268
39064484,G.M.F. V.O.F.,2025-09-06,2025-09-17,11,"24530,25630,28240",8211AJ,Nikkelstraat 1,Lelystad,F.16/25/450
83769234,Cores Services B.V.,2025-09-06,2025-09-17,11,70201,2461LV,Grofsmid 9,Ter Aar,F.13/25/379
30269551,Stichting Zorgplatform Geranós,2025-09-06,2025-09-17,11,"78202,86942,86999",3401MN,Boerhaaveweg 23,IJsselstein,F.16/25/455
37142280,Mens Installatietechniek B.V.,2025-09-06,2025-09-17,11,"43212,43222",1718MJ,Wester Boekelweg 9,Hoogwoud,F.15/25/241
93080328,Saxandjazz B.V.,2025-09-06,2025-09-17,11,56111,6163AS,Gladiolensingel 57,Geleen,F.03/25/234
80312667,The Hook UP B.V.,2025-09-06,2025-09-17,11,"47910,78100,78202",3111JJ,Lange Achterweg 137,Schiedam,F.10/25/355
68938675,Sonarski B.V.,2025-09-06,2025-09-17,11,46499,2014ED,Professor Van der Waalsstraat 11,Haarlem,F.15/25/238
08107588,Marrea B.V.,2025-09-06,2025-09-17,11,"55400,82300",7324AK,Watermanstraat 116,Apeldoorn,F.05/25/345
66695090,Admi-Account B.V.,2025-09-06,2025-09-17,11,"69203,70101",8218NK,Larserpoortweg 50,Lelystad,F.16/25/453
86508636,CB Auto’s Gelderland B.V.,2025-09-06,2025-09-17,11,"47810,47820",3781NV,Zevenbergjesweg 1,Voorthuizen,F.05/25/346
80850979,Lasendoz Holding B.V.,2025-09-06,2025-09-17,11,64210,1941EJ,Breestraat 2,Beverwijk,F.15/25/240
71894071,In2Noise B.V.,2025-09-06,2025-09-17,11,71120,8536VD,De Akkers 43,Oosterzee,F.18/25/269
86107976,IBPM Adrianis B.V.,2025-09-06,2025-09-17,11,"41000,71120",1317KR,Kreeftstraat 81,Almere,F.13/25/383
34138887,LEF B.V.,2025-09-06,2025-09-17,11,"52109,52310",1432GW,Molenvlietweg 26,Aalsmeer,F.13/25/380
68024894,Sude Zorg B.V.,2025-09-06,2025-09-17,11,86942,1063NK,Josephus Jittastraat 99,Amsterdam,F.13/25/382
92296866,SULTA Holding Netherlands B.V.,2025-09-06,2025-09-17,11,70102,5101BB,Kerkstraat 41,Dongen,F.02/25/267
34126934,Monster Worldwide Netherlands B.V.,2025-09-06,2025-09-17,11,"70201,73200,78100",1066VH,Johan Huizingalaan 763,Amsterdam,F.13/25/385
65835425,O&N B.V.,2025-09-06,2025-09-17,11,"03220,72100",9670AA,Postbus 28,WINSCHOTEN,F.18/25/270
01050795,Stichting Tov Drachten,2025-09-06,2025-09-17,11,47610,9203BB,Oosterstraat 12,Drachten,F.18/25/267
85147303,Veldwijk Aannemersbedrijf B.V.,2025-09-06,2025-09-17,11,41000,2142EP,Spaarneweg 83,Cruquius,F.15/25/239
77538129,Brand Builders B.V.,2025-09-06,2025-09-17,11,"47404,47553",1316BZ,Randstad 22 46,Almere,F.16/25/454
86558781,Daifu B.V.,2025-09-06,2025-09-17,11,56112,2037AZ,Casablancastraat 8,Haarlem,F.10/25/352
74428179,Profiel Tempus B.V.,2025-09-06,2025-09-17,11,46340,8932CZ,Jan van Scorelstraat 49,Leeuwarden,F.09/25/320
77493079,Shaker Centre B.V.,2025-09-06,2025-09-17,11,"56111,68203",6414TT,Italiëlaan 150,Heerlen,F.01/25/254
88827518,Al-Zet B.V.,2025-09-06,2025-09-17,11,25400,7327AW,Minden 46,Apeldoorn,F.16/25/456
85098477,MFE Aannemer / Interimkantoor B.V.,2025-09-06,2025-09-17,11,"55101,56111,56300",6571CJ,Zevenheuvelenweg 81,Berg en Dal,F.01/25/252
86999990,Flexmeister Europe B.V.,2025-09-06,2025-09-17,11,"62100,68320",4158CE,Deilsedijk 57,Deil,F.16/25/457
91541565,Damla Baklava B.V.,2025-09-06,2025-09-17,11,10850,3401MV,Zeemanlaan 14,IJsselstein,F.09/25/321
87939614,SB Home B.V.,2025-09-06,2025-09-17,11,"47120,47551,47557",2627AM,Leeuwenstein 23,Delft,F.10/25/354
72819898,VentureRock B.V.,2025-09-06,2025-09-17,11,64210,1062HG,Koningin Wilhelminaplein 1,Amsterdam,F.13/25/381
71064249,Flex Europe Holding B.V.,2025-09-06,2025-09-17,11,64310,3045RD,Frobenstraat 25,Rotterdam,F.10/25/351
85007773,Grillhelden H'waard B.V.,2025-09-06,2025-09-17,11,"10850,47221,56210",1507BA,Aris van Broekweg 15,Zaandam,F.15/25/237
82897654,Van Orsouw Isolatie B.V.,2025-09-06,2025-09-17,11,43230,5347JL,Dommelstraat 6,Oss,F.01/25/251
16059784,Dakbedekkersbedrijf Adriaans B.V.,2025-09-06,2025-09-17,11,43410,5443NC,Straatkantseweg 8,Haps,F.01/25/250
87266776,Lunch Factory B.V.,2025-09-06,2025-09-17,11,56220,5251RP,Vliedbergweg 8,Vlijmen,F.01/25/249
95672591,Palm Caravans B.V.,2025-09-06,2025-09-17,11,"47789,47810,95290",5916PR,Laurens Janszoon Costerstraat 47,Venlo,F.03/25/235
83538852,Coöperatief Expeditie 038 U.A.,2025-09-06,2025-09-17,11,94997,8017PJ,Forelkolk 88,Zwolle,F.08/25/241
74428179,Profiel Tempus B.V.,2025-09-06,2025-09-18,12,46340,8932CZ,Jan van Scorelstraat 49,Leeuwarden,F.18/25/271
88827518,Al-Zet B.V.,2025-09-06,2025-09-18,12,25400,7327AW,Minden 46,Apeldoorn,F.05/25/348
66970180,TND Duurzaam B.V.,2025-09-06,2025-09-18,12,"26110,46500",7625PM,Lidwinaweg 42,Zenderen,F.08/25/244
86999990,Flexmeister Europe B.V.,2025-09-06,2025-09-18,12,"62100,68320",4158CE,Deilsedijk 57,Deil,F.05/25/349
77493079,Shaker Centre B.V.,2025-09-06,2025-09-18,12,"56111,68203",6414TT,Italiëlaan 150,Heerlen,F.03/25/236
71384766,van Calsteren B.V.,2025-09-06,2025-09-18,12,64210,5101BB,Kerkstraat 41,Dongen,F.03/25/237
85098477,MFE Aannemer / Interimkantoor B.V.,2025-09-06,2025-09-18,12,"55101,56111,56300",6571CJ,Zevenheuvelenweg 81,Berg en Dal,F.05/25/347
57582726,Keurslagerij Sylvia Huisman B.V.,2025-09-06,2025-09-18,12,47221,2742DJ,Groensvoorde 6,Waddinxveen,F.09/25/322
58838791,4TREX B.V.,2025-09-06,2025-09-18,12,"52210,70201",3861PS,Arkerpoort 32,Nijkerk,F.08/25/242
86558781,Daifu B.V.,2025-09-06,2025-09-18,12,56112,2037AZ,Casablancastraat 8,Haarlem,F.15/25/242
65127536,Sjieko.com B.V.,2025-09-06,2025-09-18,12,47713,6211GR,Achter het Vleeshuis 39,Maastricht,F.03/25/240
65127226,Beans Agencies B.V.,2025-09-06,2025-09-18,12,"46160,46429",6211GR,Achter het Vleeshuis 39,Maastricht,F.03/25/239
66275296,Mixed Beans B.V.,2025-09-06,2025-09-18,12,64210,6211GR,Achter het Vleeshuis 39,Maastricht,F.03/25/238
08101304,J.H.M. Döbber Beheer B.V.,2025-09-06,2025-09-18,12,64210,7651GS,Scholekster 41,Tubbergen,F.08/25/243
82068046,Corre Energy B.V.,2025-09-06,2025-09-19,13,70102,9723JA,Kieler Bocht 15,Groningen,F.18/25/272
71384766,van Calsteren B.V.,2025-09-06,2025-09-19,13,64210,5101BB,Kerkstraat 41,Dongen,F.02/25/272
66455359,Mobyyou B.V.,2025-09-06,2025-09-19,13,62100,5656AE,High Tech Campus 9,Eindhoven,F.01/25/255
91541565,Damla Baklava B.V.,2025-09-06,2025-09-19,13,10850,3401MV,Zeemanlaan 14,IJsselstein,F.16/25/458
58838791,4TREX B.V.,2025-09-06,2025-09-19,13,"52210,70201",3861PS,Arkerpoort 32,Nijkerk,F.05/25/350
33174618,Carpet-Land B.V.,2025-09-06,2025-09-19,13,"47525,47530",3506GJ,Postbus 9396,Utrecht,S.13/25/19
85333735,Heijvast Vastgoedonderhoud B.V.,2025-09-06,2025-09-22,16,"42220,43212,43221,43222,43240,43310,43320,43340,43350,43410,43910,43990",3077AN,Stadionweg 23,Rotterdam,F.10/25/359
84076534,J. Vukkink Holding B.V.,2025-09-06,2025-09-22,16,70201,7451GM,Bergmanstraat 34,Holten,F.08/25/246
33174618,Carpet-Land B.V.,2025-09-06,2025-09-22,16,"47525,47530",3506GJ,Postbus 9396,Utrecht,F.16/25/459
82860815,Heijvast B.V.,2025-09-06,2025-09-22,16,41000,3077AN,Stadionweg 23,Rotterdam,F.10/25/358
85329606,Heijvast Groep B.V.,2025-09-06,2025-09-22,16,64210,3077AN,Stadionweg 23,Rotterdam,F.10/25/357
73314552,Van Driel Bouwconsultancy B.V.,2025-09-06,2025-09-22,16,41000,3077AN,Stadionweg 23,Rotterdam,F.10/25/360
66941512,Timmerfabriek Eco Bouwelementen B.V.,2025-09-06,2025-09-23,17,"16230,46839",7681KA,De Sluis 23,Vroomshoop,F.08/25/249
87939614,SB Home B.V.,2025-09-06,2025-09-23,17,"47120,47551,47557",2627AM,Leeuwenstein 23,Delft,F.09/25/323
82034850,Magazijnmontage.nl B.V.,2025-09-06,2025-09-23,17,41000,5632CW,Weegschaalstraat 3,Eindhoven,F.03/25/242
90546873,Musarella en Klabou VOF,2025-09-06,2025-09-24,18,56111,1211EA,Groest 55,Hilversum,F.16/25/467
78622115,Viptrex Added Logistics (V.A.L.) B.V.,2025-09-06,2025-09-24,18,"46180,47120,52250",1311XC,Beemsterweg 12,Almere,F.05/25/359
84349093,Iron Films B.V.,2025-09-06,2025-09-24,18,59120,5212NL,Van der Venstraat 5,'s-Hertogenbosch,F.01/25/257
84669446,Valthi Facilitair Adviesbureau B.V.,2025-09-06,2025-09-24,18,"70201,78100,81210,81221",6367EW,Jeustraat 28,Voerendaal,F.03/25/248
59873434,Grafisch Bedrijf West Brabant B.V.,2025-09-06,2025-09-24,18,"18123,18129,18140",4817ZL,Minervum 7043,Breda,F.02/25/277
75484129,BILDE B.V.,2025-09-06,2025-09-24,18,59111,5212NL,Van der Venstraat 5,'s-Hertogenbosch,F.01/25/256
55188494,"Stichting ""De Skuul"", herstel ondersteunende verslavingszorg",2025-09-06,2025-09-24,18,86222,1797SG,Molwerk 31,Den Hoorn,F.15/25/249
74479709,Hotzone Solutions Group International B.V.,2025-09-06,2025-09-24,18,"46422,70201,85591",5835CT,Transportcentrum 3,Beugen,F.09/25/324
55019269,Rapoo Europe B.V.,2025-09-06,2025-09-24,18,46500,2665PC,Prismalaan West 27,Bleiswijk,F.10/25/364
37100385,Boogaard Beheer B.V.,2025-09-06,2025-09-24,18,"64210,70102",1482AJ,Oosterweg M 18,Purmer,F.15/25/244
71935487,Avantax Beheer B.V.,2025-09-06,2025-09-24,18,"49330,64210",6202SB,Postbus 4518,Maastricht,F.03/25/241
61086649,Fitzgerald Rotterdam B.V.,2025-09-06,2025-09-24,18,56111,3011WZ,Gelderseplein 49,Rotterdam,F.10/25/362
86947052,Ster Infra B.V.,2025-09-06,2025-09-24,18,42220,1326PP,Swingstraat 21,Almere,F.16/25/468
11066055,Mobile Shutdown System International B.V.,2025-09-06,2025-09-24,18,62900,5301LX,Heksekamp 7,Zaltbommel,F.05/25/355
70349088,The New Fork B.V.,2025-09-06,2025-09-24,18,"62100,62200,93299",1098XH,Science Park 608,Amsterdam,F.13/25/388
65085574,L.F.E. B.V.,2025-09-06,2025-09-24,18,"31000,47551",4703RH,Scherpdeel 3,Roosendaal,F.02/25/278
81604084,De Vries Technies Buro B.V.,2025-09-06,2025-09-24,18,"43212,43221,43222,80090",9207GK,Pyriet 27,Drachten,F.18/25/274
11019491,Tromp Verpakking Partners B.V.,2025-09-06,2025-09-24,18,46646,4241WP,Vlietskade 6002,Arkel,F.05/25/351
85977012,De Jonge Techniek B.V.,2025-09-06,2025-09-24,18,"46180,46644",9448XA,Marwijksoord 7,Marwijksoord,F.18/25/275
74283766,Zwager Koffie B.V.,2025-09-06,2025-09-24,18,46649,6546AR,Bijsterhuizen 1131,Nijmegen,F.05/25/360
30257560,Mobile Shutdown System B.V.,2025-09-06,2025-09-24,18,62900,5301LX,Heksekamp 7,Zaltbommel,F.05/25/356
60202920,Het Arsenaal 1309 B.V.,2025-09-06,2025-09-24,18,56111,6981CC,Kloosterstraat 15,Doesburg,F.05/25/353
84985607,Wali Beheer B.V.,2025-09-06,2025-09-24,18,64210,6986CM,Ganzepoelweg 7,Angerlo,F.05/25/358
67719384,Mondi Concept B.V.,2025-09-06,2025-09-24,18,"43240,46471,46499,74130",3047BG,Kiotoweg 156,Rotterdam,F.10/25/361
84984570,Rosa0809 B.V.,2025-09-06,2025-09-24,18,64210,5053EZ,Sporenring 184,Goirle,F.05/25/357
87833654,Ruroc B.V.,2025-09-06,2025-09-24,18,46180,3067GH,Hoofdweg 66,Rotterdam,F.10/25/363
30115132,Just Entertainment B.V.,2025-09-06,2025-09-24,18,90200,1017EK,Keizersgracht 520,Amsterdam,F.16/25/461
91194490,Mripatex B.V.,2025-09-06,2025-09-24,18,"13100,22210,38110,46879",,"Terreststraat 121 a, 8650 Houthulst",België,F.03/25/247
88762904,Magazijnshopper B.V.,2025-09-06,2025-09-24,18,47553,1812RP,Amethiststraat 5,Alkmaar,F.15/25/248
11066056,Access Technology B.V.,2025-09-06,2025-09-24,18,62900,5301LX,Heksekamp 7,Zaltbommel,F.05/25/354
90236718,Restaurant Steengoed B.V.,2025-09-06,2025-09-24,18,"47110,55300,56111,56300",6916KA,Bijland 3,Tolkamer,F.05/25/352
86281054,Green en Garden Hoveniers B.V.,2025-09-06,2025-09-24,18,81301,3601CC,Maarsseveensevaart 3,Maarssen,F.13/25/389
66242657,Extendum B.V.,2025-09-06,2025-09-24,18,"70201,78202,85591",3755CP,Eikenlaan 10,Eemnes,F.16/25/462
32057233,Optimum Performance B.V.,2025-09-06,2025-09-24,18,85591,1382CH,Amstellandlaan 78,Weesp,F.13/25/386
18121295,Yart Factory B.V.,2025-09-06,2025-09-24,18,"18140,46411,74140,90120",5145PW,Industrieweg 60,Waalwijk,F.02/25/276
